Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 0.0625 0.0021
0.0200 0.0625 -0.0011
0.0400 0.0634 0.0318
0.0600 0.0668 0.0423
0.0800 0.0722 0.0008
0.1000 0.0779 -0.0021
0.1200 0.0839 0.0268
0.1400 0.0906 0.0090
0.1600 0.0979 0.0059
0.1800 0.1054 0.0115
0.2000 0.1127 -0.0029
0.2200 0.1196 0.0065
0.2400 0.1263 0.0184
0.2600 0.1329 0.0058
0.2800 0.1396 0.0098
0.3000 0.1462 0.0207
0.3200 0.1528 0.0097
0.3400 0.1595 0.0162
0.3600 0.1663 0.0240
0.3800 0.1730 0.0022
0.4000 0.1797 0.0245
0.4200 0.1864 0.0244
0.4400 0.1930 0.0116
0.4600 0.1997 0.0205
0.4800 0.2063 0.0261
0.5000 0.2129 0.0168
0.5200 0.2196 0.0234
0.5400 0.2262 0.0308
0.5600 0.2329 0.0148
0.5800 0.2396 0.0299
0.6000 0.2463 0.0324
0.6200 0.2530 0.0171
0.6400 0.2597 0.0366
0.6600 0.2663 0.0292
0.6800 0.2729 0.0261
0.7000 0.2795 0.0375
0.7200 0.2862 0.0302
0.7400 0.2929 0.0283
0.7600 0.2996 0.0386
0.7800 0.3063 0.0343
0.8000 0.3130 0.0269
0.8200 0.3196 0.0397
0.8400 0.3262 0.0322
0.8600 0.3329 0.0330
0.8800 0.3395 0.0403
0.9000 0.3462 0.0336
0.9200 0.3530 0.0309
0.9400 0.3597 0.0416
0.9600 0.3664 0.0333
0.9800 0.3730 0.0304
1.0000 0.3797 0.0373
1.0200 0.3863 0.0365
1.0400 0.3930 0.0310
1.0600 0.3996 0.0390
1.0800 0.4063 0.0391
1.1000 0.4130 0.0355
1.1200 0.4197 0.0358
1.1400 0.4264 0.0321
1.1600 0.4331 0.0367
1.1800 0.4397 0.0321
1.2000 0.4463 0.0355
1.2200 0.4529 0.0362
1.2400 0.4595 0.0405
1.2600 0.4662 0.0310
1.2800 0.4729 0.0348
1.3000 0.4796 0.0395
1.3200 0.4863 0.0356
1.3400 0.4930 0.0319
1.3600 0.4996 0.0394
1.3800 0.5063 0.0351
1.4000 0.5129 0.0336
1.4200 0.5195 0.0380
1.4400 0.5262 0.0355
1.4600 0.5330 0.0297
1.4800 0.5396 0.0355
1.5000 0.5463 0.0367
1.5200 0.5530 0.0321
1.5400 0.5597 0.0371
1.5600 0.5663 0.0310
1.5800 0.5729 0.0327
1.6000 0.5796 0.0394
1.6200 0.5863 0.0324
1.6400 0.5930 0.0299
1.6600 0.5997 0.0404
1.6800 0.6063 0.0347
1.7000 0.6130 0.0288
1.7200 0.6197 0.0383
1.7400 0.6263 0.0381
1.7600 0.6329 0.0287
1.7800 0.6395 0.0378
1.8000 0.6462 0.0354
1.8200 0.6530 0.0338
1.8400 0.6597 0.0348
1.8600 0.6663 0.0316
1.8800 0.6730 0.0356
1.9000 0.6797 0.0319
1.9200 0.6863 0.0292
1.9400 0.6929 0.0346
1.9600 0.6995 0.0406
1.9800 0.7063 0.0322
2.0000 0.7130 0.0233
2.0200 0.7197 0.0331
2.0400 0.7263 0.0400
2.0600 0.7330 0.0327
2.0800 0.7397 0.0293
2.1000 0.7463 0.0328
2.1200 0.7529 0.0304
2.1400 0.7595 0.0317
2.1600 0.7662 0.0393
2.1800 0.7729 0.0226
2.2000 0.7796 0.0339
2.2200 0.7863 0.0333
2.2400 0.7930 0.0348
2.2600 0.7997 0.0346
2.2800 0.8063 0.0277
2.3000 0.8129 0.0336
2.3200 0.8196 0.0353
2.3400 0.8263 0.0329
2.3600 0.8330 0.0359
2.3800 0.8397 0.0395
2.4000 0.8464 0.0281
2.4200 0.8530 0.0314
2.4400 0.8597 0.0397
2.4600 0.8663 0.0327
2.4800 0.8729 0.0313
2.5000 0.8796 0.0367
2.5200 0.8863 0.0380
2.5400 0.8930 0.0315
2.5600 0.8997 0.0292
2.5800 0.9064 0.0393
2.6000 0.9130 0.0296
2.6200 0.9197 0.0318
2.6400 0.9263 0.0382
2.6600 0.9329 0.0311
2.6800 0.9396 0.0315
2.7000 0.9462 0.0386
2.7200 0.9529 0.0338
2.7400 0.9596 0.0337
2.7600 0.9663 0.0406
2.7800 0.9730 0.0282
2.8000 0.9797 0.0343
2.8200 0.9863 0.0397
2.8400 0.9929 0.0341
2.8600 0.9995 0.0396
2.8800 1.0062 0.0339
2.9000 1.0129 0.0352
2.9200 1.0196 0.0426
2.9400 1.0263 0.0274
2.9600 1.0330 0.0339
2.9800 1.0397 0.0419
3.0000 1.0463 0.0277
3.0200 1.0529 0.0292
3.0400 1.0596 0.0461
3.0600 1.0662 0.0307
3.0800 1.0730 0.0306
3.1000 1.0797 0.0378
3.1200 1.0864 0.0336
3.1400 1.0931 0.0362
3.1600 1.0997 0.0350
3.1800 1.1064 0.0309
3.2000 1.1130 0.0414
3.2200 1.1196 0.0374
3.2400 1.1263 0.0315
3.2600 1.1330 0.0334
3.2800 1.1397 0.0283
3.3000 1.1463 0.0365
3.3200 1.1530 0.0344
3.3400 1.1597 0.0348
3.3600 1.1663 0.0331
3.3800 1.1729 0.0388
3.4000 1.1796 0.0334
3.4200 1.1863 0.0353
3.4400 1.1930 0.0349
3.4600 1.1997 0.0326
3.4800 1.2063 0.0374
3.5000 1.2130 0.0346
3.5200 1.2197 0.0291
3.5400 1.2263 0.0372
3.5600 1.2329 0.0421
3.5800 1.2396 0.0407
3.6000 1.2462 0.0342
3.6200 1.2529 0.0353
3.6400 1.2596 0.0380
3.6600 1.2663 0.0339
3.6800 1.2730 0.0443
3.7000 1.2797 0.0337
3.7200 1.2863 0.0341
3.7400 1.2930 0.0411
3.7600 1.2996 0.0360
3.7800 1.3062 0.0379
3.8000 1.3129 0.0491
3.8200 1.3196 0.0286
3.8400 1.3263 0.0320
3.8600 1.3330 0.0559
3.8800 1.3397 0.0351
3.9000 1.3463 0.0239
3.9200 1.3529 0.0580
3.9400 1.3596 0.0385
3.9600 1.3662 0.0330
3.9800 1.3730 0.0504
4.0000 1.3797 0.0361
4.0200 1.3864 0.0360
4.0400 1.3930 0.0494
4.0600 1.3997 0.0363
4.0800 1.4064 0.0355
4.1000 1.4130 0.0541
4.1200 1.4196 0.0334
4.1400 1.4262 0.0442
4.1600 1.4329 0.0488
4.1800 1.4396 0.0318
4.2000 1.4463 0.0416
4.2200 1.4530 0.0491
4.2400 1.4597 0.0430
4.2600 1.4663 0.0455
4.2800 1.4729 0.0331
4.3000 1.4795 0.0405
4.3200 1.4862 0.0528
4.3400 1.4929 0.0383
4.3600 1.4996 0.0389
4.3800 1.5063 0.0490
4.4000 1.5130 0.0312
4.4200 1.5197 0.0446
4.4400 1.5263 0.0557
4.4600 1.5330 0.0279
4.4800 1.5396 0.0439
4.5000 1.5462 0.0563
4.5200 1.5530 0.0335
4.5400 1.5597 0.0445
4.5600 1.5664 0.0553
4.5800 1.5730 0.0295
4.6000 1.5797 0.0398
4.6200 1.5864 0.0497
4.6400 1.5930 0.0404
4.6600 1.5996 0.0479
4.6800 1.6063 0.0407
4.7000 1.6130 0.0343
4.7200 1.6197 0.0572
4.7400 1.6263 0.0385
4.7600 1.6330 0.0356
4.7800 1.6397 0.0455
4.8000 1.6464 0.0391
4.8200 1.6530 0.0469
4.8400 1.6596 0.0419
4.8600 1.6662 0.0304
4.8800 1.6729 0.0499
4.9000 1.6796 0.0442
4.9200 1.6863 0.0390
4.9400 1.6930 0.0525
4.9600 1.6997 0.0358
4.9800 1.7063 0.0306
5.0000 1.7130 0.0544
5.0200 1.7196 0.0438
5.0400 1.7262 0.0334
5.0600 1.7329 0.0498
5.0800 1.7396 0.0316
5.1000 1.7463 0.0474
5.1200 1.7530 0.0517
5.1400 1.7596 0.0265
5.1600 1.7663 0.0430
5.1800 1.7730 0.0466
5.2000 1.7796 0.0374
5.2200 1.7862 0.0451
5.2400 1.7929 0.0408
5.2600 1.7997 0.0404
5.2800 1.8064 0.0390
5.3000 1.8130 0.0423
5.3200 1.8197 0.0412
5.3400 1.8264 0.0419
5.3600 1.8330 0.0372
5.3800 1.8396 0.0387
5.4000 1.8462 0.0430
5.4200 1.8529 0.0365
5.4400 1.8597 0.0436
5.4600 1.8663 0.0388
5.4800 1.8730 0.0366
5.5000 1.8797 0.0378
5.5200 1.8863 0.0418
5.5400 1.8930 0.0379
5.5600 1.8996 0.0386
5.5800 1.9062 0.0380
5.6000 1.9129 0.0406
5.6200 1.9196 0.0375
