Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 0.0000 -0.2480
0.0200 0.0000 -0.2562
0.0400 0.0008 -0.2312
0.0600 0.0039 -0.2099
0.0800 0.0094 -0.2650
0.1000 0.0151 -0.2650
0.1200 0.0210 -0.2254
0.1400 0.0276 -0.2521
0.1600 0.0350 -0.2619
0.1800 0.0424 -0.2444
0.2000 0.0496 -0.2574
0.2200 0.0565 -0.2606
0.2400 0.0632 -0.2432
0.2600 0.0698 -0.2540
0.2800 0.0765 -0.2598
0.3000 0.0832 -0.2394
0.3200 0.0899 -0.2509
0.3400 0.0967 -0.2502
0.3600 0.1033 -0.2421
0.3800 0.1100 -0.2541
0.4000 0.1166 -0.2484
0.4200 0.1233 -0.2409
0.4400 0.1300 -0.2461
0.4600 0.1367 -0.2465
0.4800 0.1434 -0.2465
0.5000 0.1501 -0.2388
0.5200 0.1568 -0.2412
0.5400 0.1634 -0.2414
0.5600 0.1700 -0.2415
0.5800 0.1766 -0.2397
0.6000 0.1833 -0.2342
0.6200 0.1900 -0.2377
0.6400 0.1967 -0.2409
0.6600 0.2034 -0.2343
0.6800 0.2100 -0.2270
0.7000 0.2167 -0.2384
0.7200 0.2234 -0.2326
0.7400 0.2300 -0.2233
0.7600 0.2366 -0.2340
0.7800 0.2433 -0.2263
0.8000 0.2500 -0.2227
0.8200 0.2566 -0.2337
0.8400 0.2633 -0.2176
0.8600 0.2700 -0.2292
0.8800 0.2767 -0.2322
0.9000 0.2833 -0.2185
0.9200 0.2899 -0.2221
0.9400 0.2965 -0.2296
0.9600 0.3032 -0.2191
0.9800 0.3100 -0.2255
1.0000 0.3167 -0.2229
1.0200 0.3233 -0.2197
1.0400 0.3300 -0.2314
1.0600 0.3367 -0.2282
1.0800 0.3433 -0.2144
1.1000 0.3499 -0.2286
1.1200 0.3566 -0.2297
1.1400 0.3633 -0.2230
1.1600 0.3700 -0.2318
1.1800 0.3767 -0.2292
1.2000 0.3834 -0.2213
1.2200 0.3900 -0.2340
1.2400 0.3967 -0.2334
1.2600 0.4034 -0.2257
1.2800 0.4100 -0.2355
1.3000 0.4166 -0.2296
1.3200 0.4233 -0.2270
1.3400 0.4300 -0.2411
1.3600 0.4367 -0.2328
1.3800 0.4434 -0.2263
1.4000 0.4500 -0.2383
1.4200 0.4567 -0.2409
1.4400 0.4633 -0.2292
1.4600 0.4699 -0.2434
1.4800 0.4765 -0.2383
1.5000 0.4832 -0.2305
1.5200 0.4900 -0.2487
1.5400 0.4967 -0.2407
1.5600 0.5034 -0.2408
1.5800 0.5100 -0.2437
1.6000 0.5167 -0.2340
1.6200 0.5233 -0.2465
1.6400 0.5299 -0.2502
1.6600 0.5366 -0.2331
1.6800 0.5432 -0.2515
1.7000 0.5500 -0.2493
1.7200 0.5567 -0.2368
1.7400 0.5633 -0.2592
1.7600 0.5700 -0.2527
1.7800 0.5767 -0.2327
1.8000 0.5833 -0.2618
1.8200 0.5900 -0.2511
1.8400 0.5966 -0.2434
1.8600 0.6033 -0.2614
1.8800 0.6100 -0.2490
1.9000 0.6167 -0.2453
1.9200 0.6234 -0.2610
1.9400 0.6300 -0.2466
1.9600 0.6367 -0.2530
1.9800 0.6434 -0.2649
2.0000 0.6500 -0.2465
2.0200 0.6566 -0.2513
2.0400 0.6632 -0.2659
2.0600 0.6700 -0.2450
2.0800 0.6767 -0.2624
2.1000 0.6834 -0.2651
2.1200 0.6900 -0.2438
2.1400 0.6967 -0.2622
2.1600 0.7034 -0.2629
2.1800 0.7099 -0.2503
2.2000 0.7166 -0.2636
2.2200 0.7232 -0.2616
2.2400 0.7300 -0.2523
2.2600 0.7367 -0.2662
2.2800 0.7433 -0.2647
2.3000 0.7500 -0.2597
2.3200 0.7567 -0.2628
2.3400 0.7633 -0.2613
2.3600 0.7700 -0.2694
2.3800 0.7766 -0.2648
2.4000 0.7832 -0.2597
2.4200 0.7899 -0.2695
2.4400 0.7966 -0.2645
2.4600 0.8033 -0.2660
2.4800 0.8100 -0.2698
2.5000 0.8167 -0.2699
2.5200 0.8234 -0.2628
2.5400 0.8300 -0.2721
2.5600 0.8366 -0.2676
2.5800 0.8433 -0.2680
2.6000 0.8500 -0.2745
2.6200 0.8567 -0.2626
2.6400 0.8634 -0.2700
2.6600 0.8701 -0.2785
2.6800 0.8767 -0.2634
2.7000 0.8834 -0.2712
2.7200 0.8900 -0.2765
2.7400 0.8966 -0.2661
2.7600 0.9033 -0.2718
2.7800 0.9100 -0.2809
2.8000 0.9167 -0.2705
2.8200 0.9234 -0.2734
2.8400 0.9301 -0.2776
2.8600 0.9367 -0.2692
2.8800 0.9434 -0.2781
2.9000 0.9500 -0.2815
2.9200 0.9566 -0.2702
2.9400 0.9632 -0.2765
2.9600 0.9699 -0.2814
2.9800 0.9767 -0.2692
3.0000 0.9833 -0.2812
3.0200 0.9900 -0.2822
3.0400 0.9967 -0.2686
3.0600 1.0034 -0.2857
3.0800 1.0100 -0.2855
3.1000 1.0165 -0.2680
3.1200 1.0232 -0.2847
3.1400 1.0299 -0.2837
3.1600 1.0366 -0.2720
3.1800 1.0433 -0.2895
3.2000 1.0500 -0.2853
3.2200 1.0567 -0.2739
3.2400 1.0634 -0.2938
3.2600 1.0700 -0.2798
3.2800 1.0766 -0.2767
3.3000 1.0833 -0.2884
3.3200 1.0900 -0.2816
3.3400 1.0967 -0.2825
3.3600 1.1034 -0.2914
3.3800 1.1101 -0.2817
3.4000 1.1168 -0.2854
3.4200 1.1234 -0.2880
3.4400 1.1300 -0.2877
3.4600 1.1366 -0.2855
3.4800 1.1433 -0.2860
3.5000 1.1500 -0.2858
3.5200 1.1567 -0.2881
3.5400 1.1634 -0.2867
3.5600 1.1700 -0.2936
3.5800 1.1767 -0.2906
3.6000 1.1834 -0.2826
3.6200 1.1900 -0.2939
3.6400 1.1966 -0.2864
3.6600 1.2032 -0.2901
3.6800 1.2100 -0.2972
3.7000 1.2167 -0.2855
3.7200 1.2233 -0.2900
3.7400 1.2300 -0.2944
3.7600 1.2367 -0.2860
3.7800 1.2434 -0.2960
3.8000 1.2500 -0.2958
3.8200 1.2566 -0.2853
3.8400 1.2633 -0.2936
3.8600 1.2699 -0.3012
3.8800 1.2766 -0.2894
3.9000 1.2833 -0.2907
3.9200 1.2900 -0.2970
3.9400 1.2967 -0.2892
3.9600 1.3034 -0.2954
3.9800 1.3100 -0.2998
4.0000 1.3166 -0.2872
4.0200 1.3232 -0.2932
4.0400 1.3299 -0.2974
4.0600 1.3367 -0.2862
4.0800 1.3434 -0.2905
4.1000 1.3500 -0.2986
4.1200 1.3567 -0.2911
4.1400 1.3634 -0.2947
4.1600 1.3700 -0.2985
4.1800 1.3766 -0.2894
4.2000 1.3833 -0.2943
4.2200 1.3900 -0.2949
4.2400 1.3967 -0.2901
4.2600 1.4034 -0.3007
4.2800 1.4101 -0.2941
4.3000 1.4167 -0.2926
4.3200 1.4234 -0.3011
4.3400 1.4300 -0.2971
4.3600 1.4366 -0.2909
4.3800 1.4433 -0.2966
4.4000 1.4499 -0.2963
4.4200 1.4567 -0.2951
4.4400 1.4633 -0.3035
4.4600 1.4700 -0.2965
4.4800 1.4767 -0.2955
4.5000 1.4834 -0.2988
4.5200 1.4900 -0.2995
4.5400 1.4966 -0.2983
4.5600 1.5032 -0.2937
4.5800 1.5099 -0.3003
4.6000 1.5166 -0.3038
4.6200 1.5233 -0.2972
4.6400 1.5300 -0.2994
4.6600 1.5367 -0.3043
4.6800 1.5434 -0.2995
4.7000 1.5500 -0.2995
4.7200 1.5566 -0.3045
4.7400 1.5633 -0.3016
4.7600 1.5700 -0.3006
4.7800 1.5767 -0.3045
4.8000 1.5834 -0.3054
4.8200 1.5901 -0.3061
4.8400 1.5967 -0.3036
4.8600 1.6034 -0.3000
4.8800 1.6100 -0.3111
4.9000 1.6166 -0.3095
4.9200 1.6233 -0.2994
4.9400 1.6300 -0.3132
4.9600 1.6367 -0.3097
4.9800 1.6434 -0.3007
5.0000 1.6500 -0.3152
5.0200 1.6567 -0.3090
5.0400 1.6634 -0.3097
5.0600 1.6700 -0.3159
5.0800 1.6766 -0.3094
5.1000 1.6832 -0.3123
5.1200 1.6899 -0.3104
5.1400 1.6966 -0.3107
5.1600 1.7033 -0.3146
5.1800 1.7100 -0.3170
5.2000 1.7167 -0.3130
5.2200 1.7234 -0.3162
5.2400 1.7300 -0.3127
5.2600 1.7366 -0.3121
