Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 0.0000 -0.5051
0.0200 0.0000 -0.5026
0.0400 0.0008 -0.4397
0.0600 0.0039 -0.3993
0.0800 0.0093 -0.4339
0.1000 0.0150 -0.4130
0.1200 0.0208 -0.4073
0.1400 0.0275 -0.4241
0.1600 0.0348 -0.4147
0.1800 0.0424 -0.4156
0.2000 0.0496 -0.4093
0.2200 0.0564 -0.3856
0.2400 0.0631 -0.3929
0.2600 0.0698 -0.3859
0.2800 0.0764 -0.3645
0.3000 0.0831 -0.3662
0.3200 0.0899 -0.3686
0.3400 0.0966 -0.3457
0.3600 0.1033 -0.3435
0.3800 0.1099 -0.3364
0.4000 0.1166 -0.3176
0.4200 0.1233 -0.3189
0.4400 0.1300 -0.3076
0.4600 0.1366 -0.2987
0.4800 0.1433 -0.2944
0.5000 0.1500 -0.2825
0.5200 0.1567 -0.2801
0.5400 0.1633 -0.2684
0.5600 0.1699 -0.2622
0.5800 0.1765 -0.2530
0.6000 0.1832 -0.2551
0.6200 0.1899 -0.2964
0.6400 0.1966 -0.2639
0.6600 0.2033 -0.2359
0.6800 0.2100 -0.2452
0.7000 0.2167 -0.2349
0.7200 0.2233 -0.2080
0.7400 0.2299 -0.2057
0.7600 0.2365 -0.1845
0.7800 0.2432 -0.1628
0.8000 0.2499 -0.1576
0.8200 0.2566 -0.1238
0.8400 0.2633 -0.1193
0.8600 0.2699 -0.1271
0.8800 0.2766 -0.0921
0.9000 0.2833 -0.0865
0.9200 0.2899 -0.0864
0.9400 0.2965 -0.0606
0.9600 0.3032 -0.0626
0.9800 0.3099 -0.0593
1.0000 0.3166 -0.0236
1.0200 0.3233 -0.0103
1.0400 0.3299 -0.0006
1.0600 0.3366 0.0490
1.0800 0.3432 0.0553
1.1000 0.3498 0.0557
1.1200 0.3565 0.0796
1.1400 0.3632 0.0710
1.1600 0.3699 0.0616
1.1800 0.3767 0.0742
1.2000 0.3833 0.0617
1.2200 0.3900 0.0641
1.2400 0.3967 0.0735
1.2600 0.4034 0.0632
1.2800 0.4100 0.0614
1.3000 0.4166 0.0758
1.3200 0.4233 0.0593
1.3400 0.4299 0.0620
1.3600 0.4366 0.0760
1.3800 0.4433 0.0645
1.4000 0.4500 0.0629
1.4200 0.4567 0.0711
1.4400 0.4633 0.0641
1.4600 0.4699 0.0648
1.4800 0.4765 0.0689
1.5000 0.4832 0.0613
1.5200 0.4899 0.0638
1.5400 0.4966 0.0666
1.5600 0.5032 0.0604
1.5800 0.5099 0.0574
1.6000 0.5166 0.0646
1.6200 0.5232 0.0565
1.6400 0.5298 0.0594
1.6600 0.5365 0.0631
1.6800 0.5432 0.0608
1.7000 0.5499 0.0537
1.7200 0.5566 0.0630
1.7400 0.5633 0.0611
1.7600 0.5699 0.0601
1.7800 0.5766 0.0615
1.8000 0.5833 0.0584
1.8200 0.5899 0.0546
1.8400 0.5966 0.0607
1.8600 0.6033 0.0575
1.8800 0.6099 0.0577
1.9000 0.6166 0.0617
1.9200 0.6233 0.0610
1.9400 0.6300 0.0576
1.9600 0.6367 0.0625
1.9800 0.6433 0.0534
2.0000 0.6499 0.0592
2.0200 0.6565 0.0631
2.0400 0.6632 0.0574
2.0600 0.6699 0.0611
2.0800 0.6766 0.0538
2.1000 0.6833 0.0572
2.1200 0.6900 0.0597
2.1400 0.6967 0.0582
2.1600 0.7033 0.0598
2.1800 0.7099 0.0593
2.2000 0.7165 0.0553
2.2200 0.7232 0.0632
2.2400 0.7299 0.0578
2.2600 0.7366 0.0537
2.2800 0.7433 0.0592
2.3000 0.7499 0.0600
2.3200 0.7566 0.0521
2.3400 0.7633 0.0612
2.3600 0.7699 0.0564
2.3800 0.7765 0.0537
2.4000 0.7832 0.0654
2.4200 0.7899 0.0557
2.4400 0.7966 0.0478
2.4600 0.8033 0.0684
2.4800 0.8100 0.0572
2.5000 0.8167 0.0523
2.5200 0.8233 0.0627
2.5400 0.8299 0.0523
2.5600 0.8365 0.0539
2.5800 0.8432 0.0611
2.6000 0.8499 0.0544
2.6200 0.8566 0.0527
2.6400 0.8633 0.0599
2.6600 0.8700 0.0530
2.6800 0.8766 0.0485
2.7000 0.8833 0.0580
2.7200 0.8899 0.0539
2.7400 0.8965 0.0510
2.7600 0.9032 0.0582
2.7800 0.9099 0.0507
2.8000 0.9166 0.0514
2.8200 0.9233 0.0525
2.8400 0.9300 0.0519
2.8600 0.9367 0.0479
2.8800 0.9433 0.0482
2.9000 0.9499 0.0515
2.9200 0.9565 0.0501
2.9400 0.9632 0.0502
2.9600 0.9699 0.0516
2.9800 0.9766 0.0492
3.0000 0.9833 0.0515
3.0200 0.9900 0.0504
3.0400 0.9966 0.0421
3.0600 1.0033 0.0478
3.0800 1.0099 0.0530
3.1000 1.0165 0.0413
3.1200 1.0231 0.0490
3.1400 1.0298 0.0539
3.1600 1.0366 0.0346
3.1800 1.0433 0.0476
3.2000 1.0499 0.0512
3.2200 1.0566 0.0405
3.2400 1.0633 0.0453
3.2600 1.0699 0.0519
3.2800 1.0765 0.0382
3.3000 1.0832 0.0449
3.3200 1.0899 0.0507
3.3400 1.0966 0.0384
3.3600 1.1033 0.0474
3.3800 1.1100 0.0498
3.4000 1.1167 0.0343
3.4200 1.1234 0.0461
3.4400 1.1300 0.0487
3.4600 1.1366 0.0358
3.4800 1.1432 0.0454
3.5000 1.1499 0.0515
3.5200 1.1566 0.0333
3.5400 1.1633 0.0452
3.5600 1.1700 0.0480
3.5800 1.1767 0.0316
3.6000 1.1833 0.0432
3.6200 1.1899 0.0436
3.6400 1.1965 0.0313
3.6600 1.2032 0.0485
3.6800 1.2099 0.0495
3.7000 1.2166 0.0264
3.7200 1.2233 0.0457
3.7400 1.2300 0.0423
3.7600 1.2366 0.0303
3.7800 1.2433 0.0488
3.8000 1.2499 0.0445
3.8200 1.2565 0.0280
3.8400 1.2632 0.0485
3.8600 1.2699 0.0372
3.8800 1.2766 0.0312
3.9000 1.2833 0.0438
3.9200 1.2899 0.0381
3.9400 1.2966 0.0273
3.9600 1.3033 0.0473
3.9800 1.3099 0.0352
4.0000 1.3165 0.0316
4.0200 1.3232 0.0457
4.0400 1.3299 0.0380
4.0600 1.3366 0.0329
4.0800 1.3433 0.0422
4.1000 1.3500 0.0368
4.1200 1.3567 0.0312
4.1400 1.3633 0.0376
4.1600 1.3700 0.0337
4.1800 1.3766 0.0353
4.2000 1.3832 0.0353
4.2200 1.3899 0.0380
4.2400 1.3966 0.0345
4.2600 1.4033 0.0314
4.2800 1.4100 0.0389
4.3000 1.4167 0.0343
4.3200 1.4233 0.0311
4.3400 1.4300 0.0423
4.3600 1.4366 0.0301
4.3800 1.4432 0.0321
4.4000 1.4499 0.0425
4.4200 1.4566 0.0339
4.4400 1.4633 0.0286
4.4600 1.4699 0.0478
4.4800 1.4766 0.0300
4.5000 1.4833 0.0288
4.5200 1.4899 0.0439
4.5400 1.4965 0.0275
4.5600 1.5032 0.0288
4.5800 1.5099 0.0445
4.6000 1.5166 0.0263
4.6200 1.5233 0.0327
4.6400 1.5300 0.0415
4.6600 1.5367 0.0228
4.6800 1.5433 0.0312
4.7000 1.5499 0.0415
4.7200 1.5565 0.0244
4.7400 1.5632 0.0309
4.7600 1.5699 0.0427
4.7800 1.5767 0.0174
4.8000 1.5834 0.0368
4.8200 1.5900 0.0414
4.8400 1.5967 0.0210
4.8600 1.6033 0.0328
4.8800 1.6100 0.0390
4.9000 1.6165 0.0205
4.9200 1.6232 0.0335
4.9400 1.6298 0.0388
4.9600 1.6366 0.0240
4.9800 1.6433 0.0291
5.0000 1.6500 0.0406
5.0200 1.6567 0.0205
5.0400 1.6633 0.0263
5.0600 1.6699 0.0375
5.0800 1.6765 0.0227
5.1000 1.6832 0.0286
5.1200 1.6899 0.0333
5.1400 1.6966 0.0197
5.1600 1.7033 0.0287
5.1800 1.7100 0.0313
5.2000 1.7167 0.0226
5.2200 1.7234 0.0281
5.2400 1.7300 0.0321
5.2600 1.7366 0.0208
5.2800 1.7432 0.0241
5.3000 1.7498 0.0367
5.3200 1.7566 0.0181
5.3400 1.7633 0.0195
5.3600 1.7699 0.0337
5.3800 1.7766 0.0188
5.4000 1.7833 0.0204
5.4200 1.7899 0.0326
5.4400 1.7966 0.0182
5.4600 1.8032 0.0254
5.4800 1.8099 0.0265
5.5000 1.8166 0.0174
5.5200 1.8233 0.0210
5.5400 1.8300 0.0248
5.5600 1.8367 0.0160
