Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 -0.0001 -0.3580
0.0200 -0.0001 -0.3602
0.0400 -0.0020 -0.3776
0.0600 -0.0095 -0.3751
0.0800 -0.0212 -0.3651
0.1000 -0.0338 -0.3663
0.1200 -0.0466 -0.3648
0.1400 -0.0600 -0.3668
0.1600 -0.0741 -0.3645
0.1800 -0.0882 -0.3665
0.2000 -0.1020 -0.3643
0.2200 -0.1155 -0.3660
0.2400 -0.1289 -0.3630
0.2600 -0.1422 -0.3634
0.2800 -0.1555 -0.3638
0.3000 -0.1688 -0.3642
0.3200 -0.1822 -0.3651
0.3400 -0.1956 -0.3622
0.3600 -0.2089 -0.3631
0.3800 -0.2222 -0.3641
0.4000 -0.2355 -0.3631
0.4200 -0.2489 -0.3618
0.4400 -0.2622 -0.3622
0.4600 -0.2756 -0.3619
0.4800 -0.2889 -0.3627
0.5000 -0.3023 -0.3605
0.5200 -0.3157 -0.3603
0.5400 -0.3290 -0.3596
0.5600 -0.3423 -0.3595
0.5800 -0.3556 -0.3600
0.6000 -0.3690 -0.3558
0.6200 -0.3824 -0.3571
0.6400 -0.3956 -0.3564
0.6600 -0.4090 -0.3564
0.6800 -0.4223 -0.3546
0.7000 -0.4356 -0.3552
0.7200 -0.4489 -0.3536
0.7400 -0.4622 -0.3522
0.7600 -0.4755 -0.3507
0.7800 -0.4889 -0.3511
0.8000 -0.5023 -0.3488
0.8200 -0.5156 -0.3494
0.8400 -0.5289 -0.3484
0.8600 -0.5423 -0.3474
0.8800 -0.5557 -0.3470
0.9000 -0.5690 -0.3464
0.9200 -0.5823 -0.3452
0.9400 -0.5956 -0.3435
0.9600 -0.6090 -0.3449
0.9800 -0.6223 -0.3428
1.0000 -0.6357 -0.3424
1.0200 -0.6490 -0.3416
1.0400 -0.6623 -0.3402
1.0600 -0.6756 -0.3390
1.0800 -0.6889 -0.3385
1.1000 -0.7022 -0.3382
1.1200 -0.7155 -0.3380
1.1400 -0.7289 -0.3353
1.1600 -0.7423 -0.3362
1.1800 -0.7556 -0.3351
1.2000 -0.7689 -0.3358
1.2200 -0.7823 -0.3338
1.2400 -0.7957 -0.3348
1.2600 -0.8090 -0.3316
1.2800 -0.8223 -0.3310
1.3000 -0.8357 -0.3300
1.3200 -0.8490 -0.3311
1.3400 -0.8624 -0.3277
1.3600 -0.8757 -0.3283
1.3800 -0.8890 -0.3237
1.4000 -0.9023 -0.3290
1.4200 -0.9156 -0.3256
1.4400 -0.9289 -0.3270
1.4600 -0.9422 -0.3224
1.4800 -0.9555 -0.3245
1.5000 -0.9689 -0.3244
1.5200 -0.9822 -0.3239
1.5400 -0.9956 -0.3213
1.5600 -1.0089 -0.3222
1.5800 -1.0223 -0.3200
1.6000 -1.0357 -0.3194
1.6200 -1.0490 -0.3202
1.6400 -1.0623 -0.3195
1.6600 -1.0756 -0.3193
1.6800 -1.0890 -0.3184
1.7000 -1.1023 -0.3171
1.7200 -1.1157 -0.3181
1.7400 -1.1290 -0.3165
1.7600 -1.1423 -0.3167
1.7800 -1.1556 -0.3140
1.8000 -1.1689 -0.3149
1.8200 -1.1822 -0.3148
1.8400 -1.1955 -0.3133
1.8600 -1.2089 -0.3110
1.8800 -1.2223 -0.3101
1.9000 -1.2356 -0.3109
1.9200 -1.2490 -0.3086
1.9400 -1.2623 -0.3080
1.9600 -1.2757 -0.3058
1.9800 -1.2890 -0.3083
2.0000 -1.3023 -0.3068
2.0200 -1.3156 -0.3056
2.0400 -1.3289 -0.3052
2.0600 -1.3423 -0.3069
2.0800 -1.3557 -0.3057
2.1000 -1.3690 -0.3057
2.1200 -1.3823 -0.3036
2.1400 -1.3957 -0.3029
2.1600 -1.4090 -0.3027
2.1800 -1.4223 -0.3045
2.2000 -1.4356 -0.3020
2.2200 -1.4489 -0.3035
2.2400 -1.4623 -0.3020
2.2600 -1.4756 -0.3019
2.2800 -1.4889 -0.3005
2.3000 -1.5023 -0.3021
2.3200 -1.5157 -0.2972
2.3400 -1.5291 -0.2992
2.3600 -1.5424 -0.2997
2.3800 -1.5557 -0.3006
2.4000 -1.5690 -0.2979
2.4200 -1.5824 -0.2983
2.4400 -1.5957 -0.2924
2.4600 -1.6090 -0.2954
2.4800 -1.6223 -0.2933
2.5000 -1.6356 -0.2957
2.5200 -1.6489 -0.2949
2.5400 -1.6622 -0.2940
2.5600 -1.6756 -0.2918
2.5800 -1.6889 -0.2910
2.6000 -1.7023 -0.2917
2.6200 -1.7156 -0.2910
2.6400 -1.7289 -0.2926
2.6600 -1.7423 -0.2908
2.6800 -1.7557 -0.2905
2.7000 -1.7690 -0.2867
2.7200 -1.7823 -0.2879
2.7400 -1.7956 -0.2859
2.7600 -1.8090 -0.2862
2.7800 -1.8223 -0.2861
2.8000 -1.8357 -0.2839
2.8200 -1.8490 -0.2849
2.8400 -1.8623 -0.2840
2.8600 -1.8756 -0.2840
2.8800 -1.8890 -0.2830
2.9000 -1.9022 -0.2840
2.9200 -1.9155 -0.2812
2.9400 -1.9289 -0.2803
2.9600 -1.9423 -0.2809
2.9800 -1.9556 -0.2803
3.0000 -1.9689 -0.2806
3.0200 -1.9822 -0.2806
3.0400 -1.9956 -0.2787
3.0600 -2.0090 -0.2780
3.0800 -2.0223 -0.2800
3.1000 -2.0356 -0.2763
3.1200 -2.0490 -0.2770
3.1400 -2.0623 -0.2756
3.1600 -2.0757 -0.2751
3.1800 -2.0890 -0.2750
3.2000 -2.1023 -0.2739
3.2200 -2.1157 -0.2721
3.2400 -2.1290 -0.2720
3.2600 -2.1423 -0.2731
3.2800 -2.1556 -0.2714
3.3000 -2.1689 -0.2711
3.3200 -2.1823 -0.2710
3.3400 -2.1956 -0.2702
3.3600 -2.2090 -0.2701
3.3800 -2.2223 -0.2706
3.4000 -2.2357 -0.2673
3.4200 -2.2490 -0.2660
3.4400 -2.2623 -0.2647
3.4600 -2.2756 -0.2653
3.4800 -2.2890 -0.2651
3.5000 -2.3023 -0.2659
3.5200 -2.3156 -0.2642
3.5400 -2.3289 -0.2638
3.5600 -2.3423 -0.2639
3.5800 -2.3556 -0.2619
3.6000 -2.3689 -0.2618
3.6200 -2.3822 -0.2609
3.6400 -2.3956 -0.2609
3.6600 -2.4089 -0.2604
3.6800 -2.4223 -0.2605
3.7000 -2.4356 -0.2587
3.7200 -2.4490 -0.2572
3.7400 -2.4623 -0.2582
3.7600 -2.4757 -0.2601
3.7800 -2.4890 -0.2585
3.8000 -2.5023 -0.2583
3.8200 -2.5156 -0.2567
3.8400 -2.5290 -0.2577
3.8600 -2.5423 -0.2580
3.8800 -2.5557 -0.2541
3.9000 -2.5690 -0.2531
3.9200 -2.5823 -0.2541
3.9400 -2.5956 -0.2516
3.9600 -2.6090 -0.2539
3.9800 -2.6223 -0.2524
4.0000 -2.6356 -0.2526
4.0200 -2.6489 -0.2505
4.0400 -2.6623 -0.2511
4.0600 -2.6757 -0.2465
4.0800 -2.6890 -0.2489
4.1000 -2.7023 -0.2474
4.1200 -2.7156 -0.2463
4.1400 -2.7290 -0.2439
4.1600 -2.7423 -0.2467
4.1800 -2.7556 -0.2438
4.2000 -2.7689 -0.2457
4.2200 -2.7823 -0.2437
4.2400 -2.7957 -0.2430
4.2600 -2.8090 -0.2410
4.2800 -2.8223 -0.2429
4.3000 -2.8357 -0.2402
4.3200 -2.8490 -0.2409
4.3400 -2.8623 -0.2405
4.3600 -2.8756 -0.2416
4.3800 -2.8889 -0.2406
4.4000 -2.9022 -0.2412
4.4200 -2.9156 -0.2392
4.4400 -2.9289 -0.2390
4.4600 -2.9422 -0.2407
4.4800 -2.9556 -0.2361
4.5000 -2.9690 -0.2360
4.5200 -2.9823 -0.2356
4.5400 -2.9956 -0.2376
4.5600 -3.0090 -0.2357
4.5800 -3.0224 -0.2370
4.6000 -3.0357 -0.2340
4.6200 -3.0490 -0.2360
4.6400 -3.0623 -0.2356
4.6600 -3.0756 -0.2345
4.6800 -3.0890 -0.2335
4.7000 -3.1023 -0.2348
4.7200 -3.1156 -0.2321
4.7400 -3.1289 -0.2325
4.7600 -3.1423 -0.2325
4.7800 -3.1556 -0.2318
4.8000 -3.1690 -0.2318
4.8200 -3.1823 -0.2329
4.8400 -3.1957 -0.2300
4.8600 -3.2090 -0.2306
4.8800 -3.2224 -0.2298
4.9000 -3.2357 -0.2301
4.9200 -3.2490 -0.2276
4.9400 -3.2623 -0.2312
4.9600 -3.2757 -0.2279
