Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 0.0000 -0.0310
0.0200 0.0001 -0.0118
0.0400 0.0014 0.0399
0.0600 0.0068 0.0298
0.0800 0.0153 -0.0252
0.1000 0.0243 -0.0207
0.1200 0.0336 -0.0019
0.1400 0.0437 -0.0098
0.1600 0.0545 -0.0176
0.1800 0.0654 -0.0273
0.2000 0.0759 -0.0208
0.2200 0.0861 -0.0176
0.2400 0.0961 -0.0209
0.2600 0.1061 -0.0162
0.2800 0.1162 -0.0122
0.3000 0.1262 -0.0214
0.3200 0.1362 -0.0195
0.3400 0.1462 -0.0080
0.3600 0.1563 -0.0226
0.3800 0.1663 -0.0191
0.4000 0.1763 -0.0094
0.4200 0.1863 -0.0198
0.4400 0.1963 -0.0174
0.4600 0.2063 -0.0088
0.4800 0.2163 -0.0157
0.5000 0.2263 -0.0214
0.5200 0.2363 -0.0068
0.5400 0.2464 -0.0172
0.5600 0.2563 -0.0189
0.5800 0.2662 -0.0006
0.6000 0.2762 -0.0197
0.6200 0.2863 -0.0190
0.6400 0.2963 -0.0053
0.6600 0.3063 -0.0208
0.6800 0.3163 -0.0155
0.7000 0.3262 -0.0046
0.7200 0.3362 -0.0179
0.7400 0.3462 -0.0209
0.7600 0.3563 -0.0087
0.7800 0.3663 -0.0173
0.8000 0.3763 -0.0163
0.8200 0.3863 -0.0056
0.8400 0.3963 -0.0183
0.8600 0.4063 -0.0243
0.8800 0.4163 -0.0067
0.9000 0.4264 -0.0116
0.9200 0.4363 -0.0240
0.9400 0.4463 -0.0002
0.9600 0.4563 -0.0130
0.9800 0.4663 -0.0286
1.0000 0.4763 -0.0004
1.0200 0.4863 -0.0095
1.0400 0.4963 -0.0243
1.0600 0.5063 0.0025
1.0800 0.5163 -0.0184
1.1000 0.5263 -0.0198
1.1200 0.5363 0.0004
1.1400 0.5463 -0.0126
1.1600 0.5562 -0.0214
1.1800 0.5662 0.0077
1.2000 0.5762 -0.0162
1.2200 0.5862 -0.0213
1.2400 0.5963 0.0095
1.2600 0.6063 -0.0164
1.2800 0.6163 -0.0201
1.3000 0.6262 0.0081
1.3200 0.6362 -0.0191
1.3400 0.6463 -0.0165
1.3600 0.6563 0.0088
1.3800 0.6664 -0.0209
1.4000 0.6763 -0.0169
1.4200 0.6863 0.0091
1.4400 0.6963 -0.0226
1.4600 0.7063 -0.0089
1.4800 0.7163 0.0031
1.5000 0.7264 -0.0217
1.5200 0.7363 -0.0129
1.5400 0.7463 -0.0034
1.5600 0.7563 -0.0209
1.5800 0.7663 -0.0148
1.6000 0.7763 -0.0019
1.6200 0.7863 -0.0233
1.6400 0.7963 -0.0163
1.6600 0.8062 -0.0026
1.6800 0.8162 -0.0170
1.7000 0.8262 -0.0106
1.7200 0.8363 -0.0072
1.7400 0.8463 -0.0171
1.7600 0.8563 -0.0092
1.7800 0.8663 -0.0075
1.8000 0.8763 -0.0149
1.8200 0.8863 -0.0076
1.8400 0.8964 -0.0071
1.8600 0.9064 -0.0170
1.8800 0.9164 -0.0067
1.9000 0.9263 -0.0087
1.9200 0.9363 -0.0082
1.9400 0.9463 -0.0102
1.9600 0.9563 -0.0060
1.9800 0.9664 -0.0072
2.0000 0.9763 -0.0118
2.0200 0.9863 -0.0059
2.0400 0.9962 -0.0011
2.0600 1.0063 -0.0125
2.0800 1.0163 -0.0041
2.1000 1.0263 -0.0086
2.1200 1.0363 -0.0142
2.1400 1.0462 -0.0052
2.1600 1.0562 -0.0090
2.1800 1.0662 -0.0171
2.2000 1.0763 -0.0051
2.2200 1.0863 -0.0129
2.2400 1.0963 -0.0201
2.2600 1.1062 -0.0003
2.2800 1.1162 -0.0170
2.3000 1.1263 -0.0146
2.3200 1.1363 -0.0027
2.3400 1.1464 -0.0172
2.3600 1.1564 -0.0154
2.3800 1.1663 -0.0033
2.4000 1.1763 -0.0133
2.4200 1.1863 -0.0121
2.4400 1.1964 -0.0022
2.4600 1.2064 -0.0115
2.4800 1.2163 -0.0126
2.5000 1.2263 0.0010
2.5200 1.2362 -0.0154
2.5400 1.2462 -0.0074
2.5600 1.2562 -0.0032
2.5800 1.2663 -0.0131
2.6000 1.2762 -0.0028
2.6200 1.2862 0.0016
2.6400 1.2962 -0.0104
2.6600 1.3062 -0.0007
2.6800 1.3163 -0.0019
2.7000 1.3263 -0.0052
2.7200 1.3363 -0.0021
2.7400 1.3463 0.0024
2.7600 1.3563 -0.0009
2.7800 1.3663 0.0003
2.8000 1.3763 0.0022
2.8200 1.3864 -0.0021
2.8400 1.3964 0.0035
2.8600 1.4063 0.0099
2.8800 1.4163 0.0005
2.9000 1.4263 -0.0001
2.9200 1.4363 0.0166
2.9400 1.4463 0.0032
2.9600 1.4563 0.0048
2.9800 1.4663 0.0145
3.0000 1.4763 0.0120
3.0200 1.4863 0.0010
3.0400 1.4963 0.0193
3.0600 1.5064 0.0111
3.0800 1.5163 0.0081
3.1000 1.5263 0.0272
3.1200 1.5362 0.0184
3.1400 1.5462 0.0089
3.1600 1.5563 0.0321
3.1800 1.5663 0.0217
3.2000 1.5763 0.0186
3.2200 1.5863 0.0307
3.2400 1.5963 0.0245
3.2600 1.6063 0.0216
3.2800 1.6163 0.0330
3.3000 1.6263 0.0293
3.3200 1.6363 0.0262
3.3400 1.6463 0.0319
3.3600 1.6563 0.0271
3.3800 1.6663 0.0336
3.4000 1.6763 0.0385
3.4200 1.6864 0.0328
3.4400 1.6964 0.0344
3.4600 1.7063 0.0369
3.4800 1.7163 0.0377
3.5000 1.7263 0.0423
3.5200 1.7363 0.0364
3.5400 1.7463 0.0492
3.5600 1.7563 0.0429
3.5800 1.7663 0.0366
3.6000 1.7762 0.0521
3.6200 1.7862 0.0516
3.6400 1.7963 0.0393
3.6600 1.8063 0.0596
3.6800 1.8163 0.0523
3.7000 1.8263 0.0420
3.7200 1.8363 0.0649
3.7400 1.8463 0.0548
3.7600 1.8563 0.0493
3.7800 1.8664 0.0664
3.8000 1.8764 0.0542
3.8200 1.8863 0.0545
3.8400 1.8963 0.0649
3.8600 1.9063 0.0599
3.8800 1.9163 0.0562
3.9000 1.9264 0.0616
3.9200 1.9363 0.0607
3.9400 1.9463 0.0612
3.9600 1.9563 0.0677
3.9800 1.9662 0.0691
4.0000 1.9763 0.0665
4.0200 1.9863 0.0701
4.0400 1.9963 0.0733
4.0600 2.0063 0.0622
4.0800 2.0162 0.0792
4.1000 2.0262 0.0752
4.1200 2.0363 0.0637
4.1400 2.0463 0.0793
4.1600 2.0563 0.0782
4.1800 2.0663 0.0708
4.2000 2.0762 0.0880
4.2200 2.0862 0.0818
4.2400 2.0963 0.0733
4.2600 2.1063 0.0878
4.2800 2.1164 0.0889
4.3000 2.1263 0.0742
4.3200 2.1363 0.0946
4.3400 2.1463 0.0906
4.3600 2.1563 0.0762
4.3800 2.1664 0.0962
4.4000 2.1764 0.0970
4.4200 2.1863 0.0781
4.4400 2.1963 0.0989
4.4600 2.2063 0.0966
4.4800 2.2163 0.0820
4.5000 2.2263 0.0948
4.5200 2.2363 0.0955
4.5400 2.2462 0.0812
4.5600 2.2562 0.1010
4.5800 2.2662 0.1028
4.6000 2.2762 0.0863
4.6200 2.2863 0.1072
4.6400 2.2963 0.1013
4.6600 2.3063 0.0879
4.6800 2.3163 0.1090
4.7000 2.3263 0.1075
4.7200 2.3363 0.0941
4.7400 2.3464 0.1124
4.7600 2.3564 0.1077
4.7800 2.3663 0.1021
4.8000 2.3763 0.1206
4.8200 2.3863 0.1140
4.8400 2.3963 0.1003
4.8600 2.4064 0.1205
4.8800 2.4164 0.1108
4.9000 2.4263 0.1089
4.9200 2.4363 0.1218
4.9400 2.4463 0.1201
4.9600 2.4563 0.1115
4.9800 2.4663 0.1217
5.0000 2.4763 0.1226
5.0200 2.4863 0.1189
5.0400 2.4963 0.1235
5.0600 2.5062 0.1211
5.0800 2.5162 0.1177
5.1000 2.5262 0.1266
5.1200 2.5363 0.1193
5.1400 2.5463 0.1188
5.1600 2.5563 0.1286
5.1800 2.5663 0.1279
5.2000 2.5763 0.1275
5.2200 2.5864 0.1293
5.2400 2.5964 0.1268
5.2600 2.6063 0.1265
5.2800 2.6163 0.1321
5.3000 2.6263 0.1326
5.3200 2.6363 0.1314
5.3400 2.6463 0.1327
5.3600 2.6563 0.1379
5.3800 2.6663 0.1349
5.4000 2.6763 0.1382
5.4200 2.6862 0.1417
5.4400 2.6962 0.1381
5.4600 2.7063 0.1405
