Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 0.0000 0.4099
0.0200 0.0001 0.4309
0.0400 0.0022 0.5055
0.0600 0.0101 0.5006
0.0800 0.0220 0.4183
0.1000 0.0345 0.4289
0.1200 0.0472 0.4596
0.1400 0.0606 0.4390
0.1600 0.0747 0.4311
0.1800 0.0888 0.4305
0.2000 0.1028 0.4279
0.2200 0.1164 0.4218
0.2400 0.1297 0.4350
0.2600 0.1430 0.4340
0.2800 0.1564 0.4297
0.3000 0.1697 0.4372
0.3200 0.1831 0.4248
0.3400 0.1964 0.4336
0.3600 0.2098 0.4368
0.3800 0.2231 0.4316
0.4000 0.2365 0.4327
0.4200 0.2498 0.4375
0.4400 0.2631 0.4352
0.4600 0.2764 0.4347
0.4800 0.2897 0.4390
0.5000 0.3031 0.4321
0.5200 0.3164 0.4337
0.5400 0.3297 0.4398
0.5600 0.3431 0.4334
0.5800 0.3564 0.4404
0.6000 0.3698 0.4342
0.6200 0.3831 0.4286
0.6400 0.3964 0.4394
0.6600 0.4098 0.4248
0.6800 0.4232 0.4356
0.7000 0.4365 0.4350
0.7200 0.4498 0.4245
0.7400 0.4631 0.4354
0.7600 0.4765 0.4342
0.7800 0.4898 0.4241
0.8000 0.5031 0.4309
0.8200 0.5164 0.4299
0.8400 0.5298 0.4243
0.8600 0.5431 0.4244
0.8800 0.5564 0.4319
0.9000 0.5697 0.4265
0.9200 0.5830 0.4270
0.9400 0.5963 0.4246
0.9600 0.6097 0.4245
0.9800 0.6230 0.4246
1.0000 0.6364 0.4248
1.0200 0.6497 0.4278
1.0400 0.6631 0.4140
1.0600 0.6765 0.4237
1.0800 0.6898 0.4261
1.1000 0.7031 0.4154
1.1200 0.7164 0.4241
1.1400 0.7298 0.4213
1.1600 0.7431 0.4148
1.1800 0.7564 0.4233
1.2000 0.7697 0.4251
1.2200 0.7831 0.4145
1.2400 0.7964 0.4223
1.2600 0.8097 0.4247
1.2800 0.8230 0.4087
1.3000 0.8364 0.4272
1.3200 0.8497 0.4235
1.3400 0.8631 0.4091
1.3600 0.8764 0.4251
1.3800 0.8897 0.4177
1.4000 0.9031 0.4095
1.4200 0.9164 0.4241
1.4400 0.9298 0.4154
1.4600 0.9431 0.4053
1.4800 0.9565 0.4191
1.5000 0.9698 0.4152
1.5200 0.9831 0.4049
1.5400 0.9964 0.4259
1.5600 1.0097 0.4081
1.5800 1.0231 0.4064
1.6000 1.0364 0.4187
1.6200 1.0497 0.4058
1.6400 1.0630 0.4089
1.6600 1.0764 0.4129
1.6800 1.0897 0.4033
1.7000 1.1031 0.4059
1.7200 1.1164 0.4081
1.7400 1.1298 0.4014
1.7600 1.1432 0.4044
1.7800 1.1565 0.4013
1.8000 1.1698 0.3985
1.8200 1.1831 0.4048
1.8400 1.1965 0.4048
1.8600 1.2098 0.4034
1.8800 1.2231 0.4003
1.9000 1.2364 0.4054
1.9200 1.2497 0.4103
1.9400 1.2631 0.3976
1.9600 1.2764 0.4015
1.9800 1.2897 0.4081
2.0000 1.3030 0.3946
2.0200 1.3164 0.4000
2.0400 1.3297 0.4021
2.0600 1.3431 0.3898
2.0800 1.3564 0.4014
2.1000 1.3698 0.3988
2.1200 1.3832 0.3903
2.1400 1.3965 0.3964
2.1600 1.4098 0.3952
2.1800 1.4231 0.3895
2.2000 1.4365 0.3990
2.2200 1.4498 0.3931
2.2400 1.4631 0.3875
2.2600 1.4764 0.4052
2.2800 1.4897 0.3905
2.3000 1.5030 0.3817
2.3200 1.5164 0.4024
2.3400 1.5297 0.3853
2.3600 1.5430 0.3778
2.3800 1.5564 0.3944
2.4000 1.5698 0.3788
2.4200 1.5831 0.3778
2.4400 1.5964 0.3896
2.4600 1.6098 0.3794
2.4800 1.6231 0.3738
2.5000 1.6364 0.3924
2.5200 1.6497 0.3817
2.5400 1.6631 0.3735
2.5600 1.6764 0.3919
2.5800 1.6898 0.3801
2.6000 1.7031 0.3736
2.6200 1.7165 0.3835
2.6400 1.7298 0.3790
2.6600 1.7431 0.3772
2.6800 1.7565 0.3820
2.7000 1.7698 0.3806
2.7200 1.7831 0.3732
2.7400 1.7964 0.3873
2.7600 1.8097 0.3771
2.7800 1.8231 0.3726
2.8000 1.8364 0.3858
2.8200 1.8497 0.3752
2.8400 1.8631 0.3686
2.8600 1.8764 0.3802
2.8800 1.8898 0.3729
2.9000 1.9031 0.3738
2.9200 1.9165 0.3819
2.9400 1.9298 0.3738
2.9600 1.9431 0.3681
2.9800 1.9564 0.3777
3.0000 1.9698 0.3696
3.0200 1.9831 0.3672
3.0400 1.9965 0.3746
3.0600 2.0098 0.3667
3.0800 2.0230 0.3636
3.1000 2.0364 0.3715
3.1200 2.0497 0.3643
3.1400 2.0631 0.3647
3.1600 2.0764 0.3682
3.1800 2.0897 0.3618
3.2000 2.1031 0.3651
3.2200 2.1165 0.3720
3.2400 2.1298 0.3632
3.2600 2.1432 0.3616
3.2800 2.1565 0.3661
3.3000 2.1698 0.3587
3.3200 2.1831 0.3583
3.3400 2.1964 0.3677
3.3600 2.2097 0.3556
3.3800 2.2231 0.3500
3.4000 2.2364 0.3648
3.4200 2.2497 0.3524
3.4400 2.2630 0.3516
3.4600 2.2764 0.3570
3.4800 2.2898 0.3610
3.5000 2.3031 0.3514
3.5200 2.3164 0.3549
3.5400 2.3298 0.3572
3.5600 2.3431 0.3504
3.5800 2.3565 0.3506
3.6000 2.3698 0.3509
3.6200 2.3831 0.3438
3.6400 2.3965 0.3520
3.6600 2.4098 0.3531
3.6800 2.4231 0.3436
3.7000 2.4364 0.3490
3.7200 2.4498 0.3548
3.7400 2.4631 0.3378
3.7600 2.4764 0.3484
3.7800 2.4897 0.3467
3.8000 2.5030 0.3394
3.8200 2.5163 0.3496
3.8400 2.5297 0.3483
3.8600 2.5430 0.3366
3.8800 2.5564 0.3479
3.9000 2.5697 0.3486
3.9200 2.5831 0.3321
3.9400 2.5965 0.3503
3.9600 2.6098 0.3429
3.9800 2.6231 0.3314
4.0000 2.6364 0.3571
4.0200 2.6498 0.3401
4.0400 2.6631 0.3325
4.0600 2.6764 0.3513
4.0800 2.6897 0.3364
4.1000 2.7031 0.3340
4.1200 2.7164 0.3463
4.1400 2.7297 0.3352
4.1600 2.7430 0.3364
4.1800 2.7564 0.3448
4.2000 2.7697 0.3300
4.2200 2.7830 0.3410
4.2400 2.7964 0.3418
4.2600 2.8097 0.3298
4.2800 2.8231 0.3393
4.3000 2.8365 0.3349
4.3200 2.8498 0.3296
4.3400 2.8631 0.3382
4.3600 2.8765 0.3310
4.3800 2.8898 0.3333
4.4000 2.9031 0.3337
4.4200 2.9164 0.3311
4.4400 2.9297 0.3330
4.4600 2.9431 0.3389
4.4800 2.9564 0.3315
4.5000 2.9697 0.3315
4.5200 2.9831 0.3353
4.5400 2.9964 0.3253
4.5600 3.0097 0.3338
4.5800 3.0231 0.3297
4.6000 3.0364 0.3245
4.6200 3.0497 0.3333
4.6400 3.0631 0.3282
4.6600 3.0764 0.3276
4.6800 3.0897 0.3322
4.7000 3.1031 0.3254
4.7200 3.1164 0.3306
4.7400 3.1298 0.3317
4.7600 3.1432 0.3218
4.7800 3.1565 0.3276
4.8000 3.1698 0.3293
4.8200 3.1831 0.3170
4.8400 3.1965 0.3262
4.8600 3.2098 0.3245
4.8800 3.2231 0.3168
4.9000 3.2363 0.3217
4.9200 3.2497 0.3260
4.9400 3.2630 0.3193
4.9600 3.2764 0.3180
4.9800 3.2897 0.3210
5.0000 3.3031 0.3149
5.0200 3.3165 0.3157
5.0400 3.3299 0.3143
5.0600 3.3432 0.3164
5.0800 3.3565 0.3182
5.1000 3.3698 0.3138
5.1200 3.3832 0.3109
5.1400 3.3964 0.3152
5.1600 3.4097 0.3131
5.1800 3.4231 0.3092
5.2000 3.4364 0.3164
5.2200 3.4497 0.3083
5.2400 3.4630 0.3054
5.2600 3.4763 0.3164
5.2800 3.4897 0.3074
5.3000 3.5031 0.3074
5.3200 3.5164 0.3106
5.3400 3.5297 0.3045
5.3600 3.5431 0.3107
5.3800 3.5565 0.3079
5.4000 3.5698 0.3003
5.4200 3.5832 0.3034
5.4400 3.5965 0.3077
5.4600 3.6098 0.2952
5.4800 3.6231 0.2988
5.5000 3.6364 0.3080
5.5200 3.6497 0.2968
5.5400 3.6631 0.3016
5.5600 3.6764 0.3021
5.5800 3.6897 0.2937
5.6000 3.7030 0.3014
5.6200 3.7164 0.3040
