Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 0.0000 0.3393
0.0200 0.0000 0.3581
0.0400 0.0008 0.3793
0.0600 0.0040 0.3819
0.0800 0.0094 0.3595
0.1000 0.0152 0.3453
0.1200 0.0210 0.3702
0.1400 0.0277 0.3660
0.1600 0.0350 0.3507
0.1800 0.0425 0.3569
0.2000 0.0496 0.3549
0.2200 0.0565 0.3562
0.2400 0.0632 0.3608
0.2600 0.0699 0.3626
0.2800 0.0765 0.3654
0.3000 0.0832 0.3609
0.3200 0.0900 0.3598
0.3400 0.0967 0.3725
0.3600 0.1034 0.3683
0.3800 0.1100 0.3571
0.4000 0.1166 0.3753
0.4200 0.1233 0.3754
0.4400 0.1300 0.3665
0.4600 0.1367 0.3714
0.4800 0.1434 0.3762
0.5000 0.1501 0.3769
0.5200 0.1568 0.3728
0.5400 0.1634 0.3668
0.5600 0.1700 0.3909
0.5800 0.1766 0.3921
0.6000 0.1833 0.3605
0.6200 0.1900 0.3889
0.6400 0.1967 0.3992
0.6600 0.2034 0.3622
0.6800 0.2101 0.3930
0.7000 0.2167 0.4072
0.7200 0.2234 0.3710
0.7400 0.2300 0.3900
0.7600 0.2366 0.4140
0.7800 0.2433 0.3844
0.8000 0.2500 0.3905
0.8200 0.2567 0.4138
0.8400 0.2633 0.3939
0.8600 0.2700 0.3970
0.8800 0.2767 0.4030
0.9000 0.2834 0.3932
0.9200 0.2899 0.4212
0.9400 0.2966 0.4154
0.9600 0.3032 0.3950
0.9800 0.3099 0.4103
1.0000 0.3166 0.4039
1.0200 0.3233 0.4105
1.0400 0.3300 0.4336
1.0600 0.3367 0.4152
1.0800 0.3433 0.3853
1.1000 0.3500 0.4116
1.1200 0.3566 0.4249
1.1400 0.3633 0.4170
1.1600 0.3700 0.4239
1.1800 0.3767 0.4086
1.2000 0.3834 0.3954
1.2200 0.3901 0.4262
1.2400 0.3968 0.4255
1.2600 0.4034 0.4159
1.2800 0.4100 0.4063
1.3000 0.4167 0.4205
1.3200 0.4233 0.4132
1.3400 0.4300 0.4038
1.3600 0.4367 0.4212
1.3800 0.4434 0.4269
1.4000 0.4501 0.4115
1.4200 0.4567 0.4044
1.4400 0.4634 0.4184
1.4600 0.4700 0.4139
1.4800 0.4766 0.4156
1.5000 0.4832 0.4212
1.5200 0.4899 0.4134
1.5400 0.4966 0.4093
1.5600 0.5033 0.4056
1.5800 0.5100 0.4144
1.6000 0.5167 0.4230
1.6200 0.5233 0.4086
1.6400 0.5299 0.4042
1.6600 0.5366 0.4054
1.6800 0.5433 0.4135
1.7000 0.5500 0.4140
1.7200 0.5567 0.4142
1.7400 0.5634 0.4024
1.7600 0.5700 0.4054
1.7800 0.5767 0.4030
1.8000 0.5834 0.4058
1.8200 0.5900 0.4108
1.8400 0.5966 0.4077
1.8600 0.6033 0.4014
1.8800 0.6100 0.4075
1.9000 0.6167 0.3983
1.9200 0.6234 0.4088
1.9400 0.6301 0.4123
1.9600 0.6367 0.3927
1.9800 0.6434 0.3990
2.0000 0.6500 0.4165
2.0200 0.6566 0.4012
2.0400 0.6633 0.4016
2.0600 0.6700 0.4114
2.0800 0.6767 0.3979
2.1000 0.6834 0.4042
2.1200 0.6901 0.4052
2.1400 0.6967 0.3991
2.1600 0.7034 0.4068
2.1800 0.7100 0.4052
2.2000 0.7166 0.3989
2.2200 0.7233 0.4062
2.2400 0.7300 0.3999
2.2600 0.7367 0.4031
2.2800 0.7434 0.4057
2.3000 0.7500 0.3982
2.3200 0.7567 0.3994
2.3400 0.7634 0.4125
2.3600 0.7700 0.3960
2.3800 0.7766 0.3992
2.4000 0.7833 0.4119
2.4200 0.7899 0.3986
2.4400 0.7966 0.3956
2.4600 0.8033 0.4149
2.4800 0.8100 0.4027
2.5000 0.8167 0.3926
2.5200 0.8234 0.4089
2.5400 0.8300 0.4044
2.5600 0.8366 0.4006
2.5800 0.8433 0.4127
2.6000 0.8500 0.3936
2.6200 0.8567 0.4031
2.6400 0.8634 0.4167
2.6600 0.8701 0.3982
2.6800 0.8767 0.3998
2.7000 0.8834 0.4057
2.7200 0.8900 0.4041
2.7400 0.8966 0.4028
2.7600 0.9033 0.4096
2.7800 0.9100 0.4080
2.8000 0.9167 0.4004
2.8200 0.9234 0.4106
2.8400 0.9301 0.4117
2.8600 0.9368 0.4011
2.8800 0.9434 0.4040
2.9000 0.9500 0.4089
2.9200 0.9566 0.4033
2.9400 0.9633 0.4047
2.9600 0.9700 0.4142
2.9800 0.9767 0.4001
3.0000 0.9834 0.4086
3.0200 0.9900 0.4125
3.0400 0.9967 0.4042
3.0600 1.0034 0.4046
3.0800 1.0100 0.4086
3.1000 1.0165 0.4000
3.1200 1.0232 0.4105
3.1400 1.0299 0.4058
3.1600 1.0367 0.3989
3.1800 1.0434 0.4094
3.2000 1.0500 0.4075
3.2200 1.0567 0.4025
3.2400 1.0634 0.4050
3.2600 1.0700 0.4064
3.2800 1.0766 0.4091
3.3000 1.0833 0.4020
3.3200 1.0900 0.4021
3.3400 1.0967 0.4100
3.3600 1.1034 0.4000
3.3800 1.1101 0.4084
3.4000 1.1168 0.4082
3.4200 1.1235 0.3960
3.4400 1.1301 0.4054
3.4600 1.1367 0.4106
3.4800 1.1433 0.3998
3.5000 1.1500 0.4094
3.5200 1.1567 0.4030
3.5400 1.1634 0.3989
3.5600 1.1701 0.4163
3.5800 1.1767 0.4010
3.6000 1.1834 0.3901
3.6200 1.1900 0.4224
3.6400 1.1966 0.4021
3.6600 1.2033 0.3950
3.6800 1.2100 0.4204
3.7000 1.2167 0.4022
3.7200 1.2234 0.3898
3.7400 1.2300 0.4192
3.7600 1.2367 0.4082
3.7800 1.2434 0.3977
3.8000 1.2500 0.4149
3.8200 1.2566 0.3999
3.8400 1.2633 0.4051
3.8600 1.2700 0.4207
3.8800 1.2767 0.3924
3.9000 1.2833 0.3977
3.9200 1.2900 0.4289
3.9400 1.2967 0.3962
3.9600 1.3034 0.3906
3.9800 1.3100 0.4236
4.0000 1.3166 0.4076
4.0200 1.3233 0.4007
4.0400 1.3300 0.4204
4.0600 1.3367 0.4075
4.0800 1.3434 0.4046
4.1000 1.3500 0.4017
4.1200 1.3567 0.4115
4.1400 1.3634 0.4212
4.1600 1.3700 0.4035
4.1800 1.3766 0.3981
4.2000 1.3833 0.4195
4.2200 1.3900 0.4077
4.2400 1.3967 0.4044
4.2600 1.4034 0.4179
4.2800 1.4101 0.4078
4.3000 1.4168 0.4035
4.3200 1.4234 0.4105
4.3400 1.4300 0.4102
4.3600 1.4366 0.4128
4.3800 1.4433 0.4114
4.4000 1.4500 0.4055
4.4200 1.4567 0.4057
4.4400 1.4633 0.4152
4.4600 1.4700 0.4108
4.4800 1.4767 0.4063
4.5000 1.4834 0.4139
4.5200 1.4900 0.4093
4.5400 1.4966 0.4120
4.5600 1.5032 0.4146
4.5800 1.5099 0.4137
4.6000 1.5167 0.4065
4.6200 1.5234 0.4144
4.6400 1.5300 0.4129
4.6600 1.5367 0.4054
4.6800 1.5434 0.4125
4.7000 1.5500 0.4143
4.7200 1.5566 0.4015
4.7400 1.5633 0.4144
4.7600 1.5700 0.4176
4.7800 1.5767 0.4011
4.8000 1.5834 0.4123
4.8200 1.5901 0.4150
4.8400 1.5968 0.4040
4.8600 1.6034 0.4134
4.8800 1.6100 0.4115
4.9000 1.6166 0.4042
4.9200 1.6232 0.4123
4.9400 1.6299 0.4137
4.9600 1.6367 0.4037
4.9800 1.6434 0.4100
5.0000 1.6501 0.4135
5.0200 1.6567 0.4032
5.0400 1.6634 0.4040
5.0600 1.6701 0.4161
5.0800 1.6766 0.4042
5.1000 1.6832 0.4109
5.1200 1.6899 0.4145
5.1400 1.6966 0.4011
5.1600 1.7033 0.4121
5.1800 1.7100 0.4152
5.2000 1.7167 0.4047
5.2200 1.7234 0.4075
5.2400 1.7300 0.4167
5.2600 1.7366 0.4025
5.2800 1.7432 0.4072
5.3000 1.7499 0.4146
5.3200 1.7566 0.4052
5.3400 1.7633 0.4049
5.3600 1.7700 0.4133
5.3800 1.7767 0.4057
5.4000 1.7834 0.4048
5.4200 1.7900 0.4108
5.4400 1.7966 0.4080
5.4600 1.8033 0.4069
5.4800 1.8100 0.4149
5.5000 1.8167 0.4020
5.5200 1.8234 0.4051
5.5400 1.8301 0.4113
5.5600 1.8368 0.4100
5.5800 1.8434 0.4089
5.6000 1.8501 0.4044
5.6200 1.8567 0.4080
