Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 0.0000 0.3201
0.0200 0.0001 0.3377
0.0400 0.0022 0.3993
0.0600 0.0101 0.3986
0.0800 0.0220 0.3109
0.1000 0.0345 0.3165
0.1200 0.0472 0.3605
0.1400 0.0606 0.3230
0.1600 0.0747 0.3275
0.1800 0.0889 0.3422
0.2000 0.1028 0.3096
0.2200 0.1163 0.3273
0.2400 0.1297 0.3396
0.2600 0.1430 0.3133
0.2800 0.1563 0.3338
0.3000 0.1697 0.3372
0.3200 0.1831 0.3105
0.3400 0.1964 0.3398
0.3600 0.2097 0.3333
0.3800 0.2231 0.3162
0.4000 0.2364 0.3365
0.4200 0.2497 0.3295
0.4400 0.2630 0.3193
0.4600 0.2764 0.3337
0.4800 0.2897 0.3279
0.5000 0.3031 0.3212
0.5200 0.3164 0.3312
0.5400 0.3297 0.3246
0.5600 0.3430 0.3264
0.5800 0.3564 0.3325
0.6000 0.3698 0.3212
0.6200 0.3831 0.3241
0.6400 0.3965 0.3319
0.6600 0.4098 0.3193
0.6800 0.4232 0.3255
0.7000 0.4365 0.3251
0.7200 0.4498 0.3213
0.7400 0.4631 0.3241
0.7600 0.4765 0.3239
0.7800 0.4898 0.3247
0.8000 0.5031 0.3180
0.8200 0.5164 0.3242
0.8400 0.5298 0.3230
0.8600 0.5431 0.3190
0.8800 0.5564 0.3170
0.9000 0.5697 0.3241
0.9200 0.5830 0.3208
0.9400 0.5964 0.3191
0.9600 0.6097 0.3225
0.9800 0.6230 0.3121
1.0000 0.6364 0.3214
1.0200 0.6497 0.3199
1.0400 0.6631 0.3063
1.0600 0.6765 0.3180
1.0800 0.6898 0.3176
1.1000 0.7031 0.3065
1.1200 0.7165 0.3196
1.1400 0.7298 0.3122
1.1600 0.7431 0.3053
1.1800 0.7564 0.3132
1.2000 0.7698 0.3102
1.2200 0.7831 0.3070
1.2400 0.7964 0.3134
1.2600 0.8097 0.3083
1.2800 0.8230 0.3046
1.3000 0.8364 0.3071
1.3200 0.8498 0.3018
1.3400 0.8631 0.3067
1.3600 0.8764 0.3100
1.3800 0.8897 0.3020
1.4000 0.9031 0.3063
1.4200 0.9164 0.3034
1.4400 0.9298 0.3005
1.4600 0.9431 0.3091
1.4800 0.9565 0.2953
1.5000 0.9698 0.2984
1.5200 0.9831 0.3051
1.5400 0.9964 0.2949
1.5600 1.0097 0.3017
1.5800 1.0231 0.3091
1.6000 1.0364 0.2929
1.6200 1.0497 0.2990
1.6400 1.0630 0.3078
1.6600 1.0764 0.2891
1.6800 1.0897 0.2997
1.7000 1.1031 0.2988
1.7200 1.1164 0.2851
1.7400 1.1298 0.2981
1.7600 1.1432 0.2963
1.7800 1.1565 0.2864
1.8000 1.1698 0.3000
1.8200 1.1831 0.2897
1.8400 1.1965 0.2807
1.8600 1.2098 0.2957
1.8800 1.2231 0.2928
1.9000 1.2364 0.2848
1.9200 1.2497 0.2923
1.9400 1.2631 0.2843
1.9600 1.2765 0.2841
1.9800 1.2898 0.2889
2.0000 1.3031 0.2885
2.0200 1.3164 0.2836
2.0400 1.3297 0.2858
2.0600 1.3431 0.2865
2.0800 1.3564 0.2828
2.1000 1.3698 0.2849
2.1200 1.3832 0.2859
2.1400 1.3965 0.2763
2.1600 1.4098 0.2914
2.1800 1.4231 0.2890
2.2000 1.4365 0.2738
2.2200 1.4498 0.2924
2.2400 1.4631 0.2894
2.2600 1.4764 0.2701
2.2800 1.4897 0.2940
2.3000 1.5031 0.2849
2.3200 1.5164 0.2725
2.3400 1.5297 0.2909
2.3600 1.5431 0.2817
2.3800 1.5564 0.2685
2.4000 1.5698 0.2886
2.4200 1.5831 0.2784
2.4400 1.5964 0.2698
2.4600 1.6098 0.2892
2.4800 1.6231 0.2758
2.5000 1.6364 0.2701
2.5200 1.6497 0.2883
2.5400 1.6630 0.2752
2.5600 1.6764 0.2752
2.5800 1.6898 0.2864
2.6000 1.7031 0.2677
2.6200 1.7165 0.2747
2.6400 1.7298 0.2881
2.6600 1.7431 0.2670
2.6800 1.7565 0.2756
2.7000 1.7698 0.2871
2.7200 1.7831 0.2638
2.7400 1.7964 0.2731
2.7600 1.8097 0.2777
2.7800 1.8230 0.2650
2.8000 1.8364 0.2742
2.8200 1.8497 0.2737
2.8400 1.8631 0.2637
2.8600 1.8765 0.2725
2.8800 1.8898 0.2709
2.9000 1.9031 0.2646
2.9200 1.9165 0.2719
2.9400 1.9298 0.2691
2.9600 1.9431 0.2671
2.9800 1.9564 0.2694
3.0000 1.9698 0.2627
3.0200 1.9831 0.2667
3.0400 1.9964 0.2641
3.0600 2.0097 0.2617
3.0800 2.0230 0.2683
3.1000 2.0364 0.2626
3.1200 2.0497 0.2574
3.1400 2.0631 0.2713
3.1600 2.0764 0.2580
3.1800 2.0898 0.2648
3.2000 2.1031 0.2666
3.2200 2.1165 0.2513
3.2400 2.1298 0.2617
3.2600 2.1432 0.2626
3.2800 2.1565 0.2563
3.3000 2.1698 0.2586
3.3200 2.1831 0.2598
3.3400 2.1964 0.2540
3.3600 2.2097 0.2582
3.3800 2.2231 0.2583
3.4000 2.2364 0.2481
3.4200 2.2497 0.2573
3.4400 2.2630 0.2520
3.4600 2.2764 0.2501
3.4800 2.2898 0.2550
3.5000 2.3031 0.2560
3.5200 2.3164 0.2509
3.5400 2.3298 0.2494
3.5600 2.3431 0.2541
3.5800 2.3565 0.2480
3.6000 2.3698 0.2477
3.6200 2.3831 0.2537
3.6400 2.3965 0.2489
3.6600 2.4098 0.2446
3.6800 2.4231 0.2488
3.7000 2.4365 0.2477
3.7200 2.4498 0.2423
3.7400 2.4631 0.2466
3.7600 2.4764 0.2487
3.7800 2.4897 0.2389
3.8000 2.5030 0.2490
3.8200 2.5163 0.2473
3.8400 2.5297 0.2406
3.8600 2.5430 0.2489
3.8800 2.5564 0.2448
3.9000 2.5697 0.2386
3.9200 2.5831 0.2458
3.9400 2.5965 0.2422
3.9600 2.6098 0.2382
3.9800 2.6231 0.2465
4.0000 2.6364 0.2435
4.0200 2.6498 0.2346
4.0400 2.6631 0.2483
4.0600 2.6764 0.2416
4.0800 2.6897 0.2400
4.1000 2.7031 0.2445
4.1200 2.7164 0.2372
4.1400 2.7298 0.2382
4.1600 2.7431 0.2415
4.1800 2.7564 0.2371
4.2000 2.7697 0.2354
4.2200 2.7830 0.2362
4.2400 2.7964 0.2389
4.2600 2.8097 0.2322
4.2800 2.8231 0.2388
4.3000 2.8365 0.2350
4.3200 2.8498 0.2296
4.3400 2.8631 0.2379
4.3600 2.8765 0.2325
4.3800 2.8898 0.2281
4.4000 2.9031 0.2342
4.4200 2.9164 0.2364
4.4400 2.9297 0.2239
4.4600 2.9431 0.2328
4.4800 2.9564 0.2337
4.5000 2.9697 0.2248
4.5200 2.9830 0.2328
4.5400 2.9964 0.2298
4.5600 3.0097 0.2242
4.5800 3.0231 0.2281
4.6000 3.0364 0.2294
4.6200 3.0497 0.2239
4.6400 3.0631 0.2281
4.6600 3.0764 0.2251
4.6800 3.0898 0.2213
4.7000 3.1031 0.2279
4.7200 3.1164 0.2207
4.7400 3.1298 0.2245
4.7600 3.1432 0.2218
4.7800 3.1565 0.2225
4.8000 3.1698 0.2280
4.8200 3.1831 0.2195
4.8400 3.1965 0.2212
4.8600 3.2098 0.2258
4.8800 3.2230 0.2199
4.9000 3.2363 0.2204
4.9200 3.2497 0.2248
4.9400 3.2630 0.2186
4.9600 3.2764 0.2193
4.9800 3.2897 0.2244
5.0000 3.3031 0.2171
5.0200 3.3165 0.2175
5.0400 3.3298 0.2256
5.0600 3.3432 0.2155
5.0800 3.3565 0.2208
5.1000 3.3698 0.2215
5.1200 3.3832 0.2138
5.1400 3.3964 0.2162
5.1600 3.4097 0.2201
5.1800 3.4231 0.2134
5.2000 3.4364 0.2132
5.2200 3.4497 0.2194
5.2400 3.4630 0.2130
5.2600 3.4763 0.2128
5.2800 3.4897 0.2177
5.3000 3.5031 0.2071
5.3200 3.5164 0.2061
5.3400 3.5297 0.2156
5.3600 3.5431 0.2038
5.3800 3.5565 0.2066
5.4000 3.5698 0.2128
5.4200 3.5831 0.2009
5.4400 3.5965 0.2098
5.4600 3.6098 0.2111
5.4800 3.6231 0.2014
5.5000 3.6364 0.2110
5.5200 3.6497 0.2093
5.5400 3.6631 0.1953
5.5600 3.6764 0.2104
5.5800 3.6897 0.2136
5.6000 3.7030 0.1954
5.6200 3.7164 0.2070
