Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 0.0000 0.6236
0.0200 0.0001 0.6470
0.0400 0.0021 0.7161
0.0600 0.0098 0.7709
0.0800 0.0218 0.7609
0.1000 0.0343 0.8254
0.1200 0.0469 0.8874
0.1400 0.0603 0.8589
0.1600 0.0743 0.8426
0.1800 0.0884 0.8505
0.2000 0.1024 0.8357
0.2200 0.1160 0.8446
0.2400 0.1293 0.8540
0.2600 0.1426 0.8333
0.2800 0.1559 0.8460
0.3000 0.1693 0.8544
0.3200 0.1827 0.8342
0.3400 0.1961 0.8594
0.3600 0.2094 0.8424
0.3800 0.2227 0.8290
0.4000 0.2361 0.8556
0.4200 0.2494 0.8430
0.4400 0.2627 0.8377
0.4600 0.2760 0.8501
0.4800 0.2894 0.8353
0.5000 0.3027 0.8345
0.5200 0.3160 0.8535
0.5400 0.3293 0.8307
0.5600 0.3427 0.8318
0.5800 0.3560 0.8446
0.6000 0.3694 0.8195
0.6200 0.3827 0.8331
0.6400 0.3961 0.8500
0.6600 0.4094 0.8145
0.6800 0.4228 0.8265
0.7000 0.4361 0.8312
0.7200 0.4494 0.8155
0.7400 0.4628 0.8251
0.7600 0.4761 0.8273
0.7800 0.4894 0.8007
0.8000 0.5027 0.8201
0.8200 0.5160 0.8197
0.8400 0.5294 0.8067
0.8600 0.5427 0.8181
0.8800 0.5560 0.8071
0.9000 0.5693 0.8019
0.9200 0.5826 0.8186
0.9400 0.5960 0.8030
0.9600 0.6093 0.7981
0.9800 0.6227 0.8054
1.0000 0.6360 0.7995
1.0200 0.6494 0.7895
1.0400 0.6628 0.8053
1.0600 0.6761 0.7980
1.0800 0.6894 0.7858
1.1000 0.7027 0.7983
1.1200 0.7161 0.7928
1.1400 0.7294 0.7876
1.1600 0.7427 0.7930
1.1800 0.7560 0.7852
1.2000 0.7694 0.7811
1.2200 0.7827 0.7896
1.2400 0.7960 0.7821
1.2600 0.8093 0.7740
1.2800 0.8227 0.7810
1.3000 0.8360 0.7819
1.3200 0.8494 0.7686
1.3400 0.8627 0.7787
1.3600 0.8760 0.7704
1.3800 0.8894 0.7645
1.4000 0.9027 0.7709
1.4200 0.9161 0.7698
1.4400 0.9294 0.7640
1.4600 0.9427 0.7662
1.4800 0.9561 0.7576
1.5000 0.9694 0.7585
1.5200 0.9827 0.7614
1.5400 0.9960 0.7641
1.5600 1.0094 0.7539
1.5800 1.0227 0.7517
1.6000 1.0360 0.7532
1.6200 1.0493 0.7554
1.6400 1.0626 0.7573
1.6600 1.0760 0.7533
1.6800 1.0894 0.7466
1.7000 1.1027 0.7439
1.7200 1.1160 0.7562
1.7400 1.1294 0.7459
1.7600 1.1428 0.7434
1.7800 1.1561 0.7448
1.8000 1.1694 0.7444
1.8200 1.1827 0.7324
1.8400 1.1961 0.7444
1.8600 1.2095 0.7422
1.8800 1.2227 0.7297
1.9000 1.2360 0.7422
1.9200 1.2494 0.7391
1.9400 1.2627 0.7307
1.9600 1.2760 0.7393
1.9800 1.2893 0.7269
2.0000 1.3027 0.7279
2.0200 1.3160 0.7286
2.0400 1.3293 0.7294
2.0600 1.3427 0.7200
2.0800 1.3560 0.7287
2.1000 1.3694 0.7223
2.1200 1.3828 0.7135
2.1400 1.3961 0.7205
2.1600 1.4094 0.7174
2.1800 1.4228 0.7186
2.2000 1.4361 0.7145
2.2200 1.4494 0.7121
2.2400 1.4627 0.7112
2.2600 1.4760 0.7134
2.2800 1.4893 0.7134
2.3000 1.5027 0.7035
2.3200 1.5160 0.7082
2.3400 1.5293 0.7087
2.3600 1.5427 0.6972
2.3800 1.5561 0.7066
2.4000 1.5694 0.7043
2.4200 1.5827 0.6952
2.4400 1.5961 0.6967
2.4600 1.6094 0.7076
2.4800 1.6227 0.6859
2.5000 1.6360 0.6969
2.5200 1.6493 0.7022
2.5400 1.6627 0.6851
2.5600 1.6760 0.6924
2.5800 1.6894 0.6906
2.6000 1.7028 0.6837
2.6200 1.7161 0.6911
2.6400 1.7294 0.6878
2.6600 1.7428 0.6823
2.6800 1.7561 0.6830
2.7000 1.7694 0.6860
2.7200 1.7827 0.6782
2.7400 1.7960 0.6826
2.7600 1.8094 0.6828
2.7800 1.8227 0.6769
2.8000 1.8360 0.6774
2.8200 1.8493 0.6760
2.8400 1.8627 0.6771
2.8600 1.8761 0.6708
2.8800 1.8894 0.6741
2.9000 1.9027 0.6704
2.9200 1.9161 0.6675
2.9400 1.9294 0.6708
2.9600 1.9427 0.6757
2.9800 1.9560 0.6647
3.0000 1.9694 0.6608
3.0200 1.9828 0.6643
3.0400 1.9961 0.6571
3.0600 2.0094 0.6605
3.0800 2.0227 0.6675
3.1000 2.0360 0.6538
3.1200 2.0493 0.6578
3.1400 2.0627 0.6534
3.1600 2.0760 0.6538
3.1800 2.0894 0.6549
3.2000 2.1028 0.6502
3.2200 2.1161 0.6435
3.2400 2.1294 0.6537
3.2600 2.1428 0.6436
3.2800 2.1561 0.6436
3.3000 2.1694 0.6595
3.3200 2.1827 0.6426
3.3400 2.1960 0.6335
3.3600 2.2094 0.6556
3.3800 2.2227 0.6488
3.4000 2.2360 0.6397
3.4200 2.2493 0.6486
3.4400 2.2627 0.6289
3.4600 2.2760 0.6409
3.4800 2.2894 0.6461
3.5000 2.3027 0.6286
3.5200 2.3161 0.6315
3.5400 2.3294 0.6340
3.5600 2.3427 0.6260
3.5800 2.3561 0.6300
3.6000 2.3694 0.6317
3.6200 2.3828 0.6322
3.6400 2.3961 0.6182
3.6600 2.4095 0.6152
3.6800 2.4228 0.6331
3.7000 2.4361 0.6233
3.7200 2.4494 0.6100
3.7400 2.4627 0.6305
3.7600 2.4761 0.6147
3.7800 2.4893 0.6078
3.8000 2.5026 0.6271
3.8200 2.5160 0.6089
3.8400 2.5293 0.6058
3.8600 2.5427 0.6223
3.8800 2.5560 0.6031
3.9000 2.5694 0.6040
3.9200 2.5828 0.6227
3.9400 2.5961 0.5942
3.9600 2.6094 0.6011
3.9800 2.6227 0.6187
4.0000 2.6361 0.5965
4.0200 2.6494 0.5960
4.0400 2.6627 0.6149
4.0600 2.6761 0.5900
4.0800 2.6894 0.6031
4.1000 2.7027 0.6091
4.1200 2.7161 0.5868
4.1400 2.7294 0.6026
4.1600 2.7427 0.6077
4.1800 2.7560 0.5830
4.2000 2.7693 0.5949
4.2200 2.7827 0.6015
4.2400 2.7960 0.5812
4.2600 2.8093 0.5891
4.2800 2.8227 0.5969
4.3000 2.8361 0.5727
4.3200 2.8494 0.5917
4.3400 2.8628 0.5994
4.3600 2.8761 0.5700
4.3800 2.8894 0.5854
4.4000 2.9028 0.5935
4.4200 2.9160 0.5678
4.4400 2.9294 0.5844
4.4600 2.9427 0.5905
4.4800 2.9561 0.5630
4.5000 2.9694 0.5769
4.5200 2.9827 0.5865
4.5400 2.9960 0.5621
4.5600 3.0094 0.5760
4.5800 3.0227 0.5764
4.6000 3.0360 0.5561
4.6200 3.0494 0.5735
4.6400 3.0627 0.5728
4.6600 3.0761 0.5565
4.6800 3.0894 0.5671
4.7000 3.1027 0.5721
4.7200 3.1160 0.5501
4.7400 3.1294 0.5665
4.7600 3.1428 0.5667
4.7800 3.1561 0.5502
4.8000 3.1694 0.5620
4.8200 3.1828 0.5592
4.8400 3.1961 0.5474
4.8600 3.2094 0.5593
4.8800 3.2227 0.5590
4.9000 3.2360 0.5465
4.9200 3.2493 0.5529
4.9400 3.2627 0.5546
4.9600 3.2760 0.5445
4.9800 3.2893 0.5562
5.0000 3.3028 0.5476
5.0200 3.3162 0.5393
5.0400 3.3295 0.5500
5.0600 3.3428 0.5436
5.0800 3.3561 0.5452
5.1000 3.3695 0.5434
5.1200 3.3828 0.5393
5.1400 3.3961 0.5406
5.1600 3.4094 0.5438
5.1800 3.4227 0.5414
5.2000 3.4360 0.5378
5.2200 3.4494 0.5347
5.2400 3.4626 0.5334
5.2600 3.4760 0.5362
5.2800 3.4893 0.5342
5.3000 3.5027 0.5336
5.3200 3.5160 0.5322
5.3400 3.5293 0.5252
5.3600 3.5427 0.5310
5.3800 3.5561 0.5337
5.4000 3.5694 0.5253
5.4200 3.5828 0.5276
5.4400 3.5961 0.5258
5.4600 3.6095 0.5101
5.4800 3.6228 0.5315
5.5000 3.6361 0.5281
5.5200 3.6494 0.5082
5.5400 3.6627 0.5266
5.5600 3.6761 0.5176
5.5800 3.6894 0.5056
5.6000 3.7027 0.5240
5.6200 3.7160 0.5161
