Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 0.0000 -0.2936
0.0200 0.0000 -0.2764
0.0400 0.0008 -0.2336
0.0600 0.0040 -0.1472
0.0800 0.0094 -0.1030
0.1000 0.0152 -0.1120
0.1200 0.0211 -0.0832
0.1400 0.0277 -0.0811
0.1600 0.0350 -0.0927
0.1800 0.0425 -0.0689
0.2000 0.0497 -0.0602
0.2200 0.0565 -0.0711
0.2400 0.0632 -0.0459
0.2600 0.0699 -0.0486
0.2800 0.0765 -0.0442
0.3000 0.0832 -0.0177
0.3200 0.0900 -0.0222
0.3400 0.0967 -0.0230
0.3600 0.1034 0.0034
0.3800 0.1100 -0.0120
0.4000 0.1167 0.0026
0.4200 0.1234 0.0149
0.4400 0.1300 0.0022
0.4600 0.1367 0.0150
0.4800 0.1434 0.0310
0.5000 0.1501 0.0256
0.5200 0.1568 0.0389
0.5400 0.1634 0.0487
0.5600 0.1700 0.0563
0.5800 0.1766 0.0729
0.6000 0.1833 0.0801
0.6200 0.1900 0.0849
0.6400 0.1967 0.1066
0.6600 0.2034 0.1201
0.6800 0.2101 0.1464
0.7000 0.2168 0.1836
0.7200 0.2234 0.2045
0.7400 0.2300 0.2473
0.7600 0.2366 0.2783
0.7800 0.2433 0.3118
0.8000 0.2500 0.3368
0.8200 0.2567 0.3773
0.8400 0.2634 0.4043
0.8600 0.2700 0.4293
0.8800 0.2767 0.4602
0.9000 0.2834 0.4951
0.9200 0.2900 0.5200
0.9400 0.2966 0.5375
0.9600 0.3033 0.5552
0.9800 0.3100 0.5468
1.0000 0.3167 0.5491
1.0200 0.3233 0.5581
1.0400 0.3300 0.5456
1.0600 0.3367 0.5530
1.0800 0.3433 0.5613
1.1000 0.3500 0.5508
1.1200 0.3566 0.5545
1.1400 0.3633 0.5649
1.1600 0.3700 0.5588
1.1800 0.3767 0.5544
1.2000 0.3834 0.5647
1.2200 0.3901 0.5565
1.2400 0.3968 0.5602
1.2600 0.4034 0.5614
1.2800 0.4100 0.5622
1.3000 0.4167 0.5603
1.3200 0.4234 0.5655
1.3400 0.4301 0.5611
1.3600 0.4367 0.5555
1.3800 0.4434 0.5661
1.4000 0.4501 0.5684
1.4200 0.4568 0.5560
1.4400 0.4634 0.5623
1.4600 0.4700 0.5617
1.4800 0.4765 0.5558
1.5000 0.4832 0.5608
1.5200 0.4899 0.5679
1.5400 0.4966 0.5545
1.5600 0.5033 0.5598
1.5800 0.5101 0.5635
1.6000 0.5168 0.5472
1.6200 0.5234 0.5608
1.6400 0.5300 0.5601
1.6600 0.5366 0.5497
1.6800 0.5433 0.5601
1.7000 0.5500 0.5601
1.7200 0.5568 0.5432
1.7400 0.5634 0.5598
1.7600 0.5701 0.5589
1.7800 0.5768 0.5467
1.8000 0.5834 0.5577
1.8200 0.5900 0.5515
1.8400 0.5967 0.5421
1.8600 0.6033 0.5642
1.8800 0.6100 0.5495
1.9000 0.6167 0.5428
1.9200 0.6234 0.5583
1.9400 0.6301 0.5512
1.9600 0.6368 0.5348
1.9800 0.6434 0.5530
2.0000 0.6500 0.5446
2.0200 0.6566 0.5386
2.0400 0.6633 0.5542
2.0600 0.6700 0.5437
2.0800 0.6767 0.5383
2.1000 0.6834 0.5526
2.1200 0.6901 0.5378
2.1400 0.6968 0.5360
2.1600 0.7034 0.5516
2.1800 0.7100 0.5394
2.2000 0.7166 0.5394
2.2200 0.7233 0.5474
2.2400 0.7300 0.5441
2.2600 0.7367 0.5379
2.2800 0.7434 0.5439
2.3000 0.7500 0.5388
2.3200 0.7567 0.5399
2.3400 0.7634 0.5463
2.3600 0.7700 0.5377
2.3800 0.7766 0.5357
2.4000 0.7833 0.5522
2.4200 0.7900 0.5382
2.4400 0.7967 0.5350
2.4600 0.8034 0.5447
2.4800 0.8100 0.5405
2.5000 0.8167 0.5357
2.5200 0.8234 0.5507
2.5400 0.8300 0.5354
2.5600 0.8366 0.5279
2.5800 0.8433 0.5502
2.6000 0.8500 0.5409
2.6200 0.8568 0.5288
2.6400 0.8635 0.5474
2.6600 0.8701 0.5373
2.6800 0.8768 0.5260
2.7000 0.8834 0.5481
2.7200 0.8900 0.5397
2.7400 0.8966 0.5295
2.7600 0.9033 0.5424
2.7800 0.9100 0.5386
2.8000 0.9168 0.5289
2.8200 0.9234 0.5478
2.8400 0.9301 0.5354
2.8600 0.9368 0.5241
2.8800 0.9434 0.5454
2.9000 0.9500 0.5476
2.9200 0.9566 0.5226
2.9400 0.9633 0.5400
2.9600 0.9700 0.5452
2.9800 0.9767 0.5237
3.0000 0.9834 0.5364
3.0200 0.9901 0.5424
3.0400 0.9968 0.5235
3.0600 1.0034 0.5362
3.0800 1.0100 0.5402
3.1000 1.0166 0.5317
3.1200 1.0232 0.5347
3.1400 1.0300 0.5412
3.1600 1.0367 0.5255
3.1800 1.0434 0.5364
3.2000 1.0500 0.5428
3.2200 1.0567 0.5212
3.2400 1.0634 0.5338
3.2600 1.0700 0.5395
3.2800 1.0766 0.5315
3.3000 1.0833 0.5311
3.3200 1.0900 0.5338
3.3400 1.0967 0.5300
3.3600 1.1034 0.5354
3.3800 1.1101 0.5330
3.4000 1.1168 0.5322
3.4200 1.1235 0.5262
3.4400 1.1301 0.5322
3.4600 1.1367 0.5316
3.4800 1.1433 0.5324
3.5000 1.1500 0.5331
3.5200 1.1567 0.5352
3.5400 1.1634 0.5236
3.5600 1.1701 0.5326
3.5800 1.1768 0.5352
3.6000 1.1834 0.5254
3.6200 1.1900 0.5303
3.6400 1.1966 0.5334
3.6600 1.2033 0.5217
3.6800 1.2100 0.5343
3.7000 1.2167 0.5283
3.7200 1.2234 0.5227
3.7400 1.2301 0.5329
3.7600 1.2367 0.5266
3.7800 1.2434 0.5175
3.8000 1.2500 0.5310
3.8200 1.2566 0.5266
3.8400 1.2633 0.5202
3.8600 1.2700 0.5353
3.8800 1.2767 0.5217
3.9000 1.2834 0.5212
3.9200 1.2900 0.5312
3.9400 1.2967 0.5230
3.9600 1.3034 0.5205
3.9800 1.3101 0.5351
4.0000 1.3167 0.5186
4.0200 1.3233 0.5186
4.0400 1.3300 0.5344
4.0600 1.3367 0.5200
4.0800 1.3434 0.5194
4.1000 1.3501 0.5368
4.1200 1.3567 0.5169
4.1400 1.3634 0.5189
4.1600 1.3700 0.5337
4.1800 1.3766 0.5220
4.2000 1.3833 0.5211
4.2200 1.3900 0.5346
4.2400 1.3967 0.5197
4.2600 1.4034 0.5192
4.2800 1.4101 0.5344
4.3000 1.4168 0.5191
4.3200 1.4235 0.5187
4.3400 1.4301 0.5312
4.3600 1.4367 0.5210
4.3800 1.4433 0.5269
4.4000 1.4500 0.5300
4.4200 1.4567 0.5107
4.4400 1.4634 0.5244
4.4600 1.4700 0.5312
4.4800 1.4767 0.5142
4.5000 1.4834 0.5207
4.5200 1.4900 0.5302
4.5400 1.4966 0.5153
4.5600 1.5033 0.5218
4.5800 1.5100 0.5263
4.6000 1.5167 0.5205
4.6200 1.5234 0.5217
4.6400 1.5301 0.5226
4.6600 1.5368 0.5169
4.6800 1.5434 0.5218
4.7000 1.5500 0.5212
4.7200 1.5566 0.5250
4.7400 1.5633 0.5194
4.7600 1.5700 0.5186
4.7800 1.5767 0.5230
4.8000 1.5834 0.5176
4.8200 1.5901 0.5152
4.8400 1.5968 0.5257
4.8600 1.6035 0.5183
4.8800 1.6101 0.5110
4.9000 1.6166 0.5244
4.9200 1.6232 0.5213
4.9400 1.6299 0.5208
4.9600 1.6366 0.5184
4.9800 1.6434 0.5137
5.0000 1.6501 0.5161
5.0200 1.6568 0.5251
5.0400 1.6635 0.5077
5.0600 1.6701 0.5129
5.0800 1.6767 0.5247
5.1000 1.6833 0.5144
5.1200 1.6900 0.5113
5.1400 1.6967 0.5289
5.1600 1.7034 0.5097
5.1800 1.7101 0.5107
5.2000 1.7168 0.5241
5.2200 1.7235 0.5151
5.2400 1.7301 0.5148
5.2600 1.7367 0.5245
5.2800 1.7433 0.5060
5.3000 1.7500 0.5181
5.3200 1.7567 0.5260
5.3400 1.7634 0.5000
5.3600 1.7700 0.5107
5.3800 1.7767 0.5301
5.4000 1.7834 0.5056
5.4200 1.7900 0.5063
5.4400 1.7966 0.5248
5.4600 1.8033 0.5051
5.4800 1.8100 0.5136
5.5000 1.8167 0.5205
5.5200 1.8234 0.5013
5.5400 1.8301 0.5144
5.5600 1.8368 0.5217
5.5800 1.8435 0.4975
5.6000 1.8501 0.5157
