Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 0.0000 0.2765
0.0200 0.0001 0.3025
0.0400 0.0022 0.3625
0.0600 0.0101 0.3739
0.0800 0.0220 0.2946
0.1000 0.0344 0.2844
0.1200 0.0471 0.3198
0.1400 0.0606 0.2893
0.1600 0.0747 0.2847
0.1800 0.0888 0.2906
0.2000 0.1028 0.2749
0.2200 0.1163 0.2907
0.2400 0.1297 0.3014
0.2600 0.1430 0.2808
0.2800 0.1563 0.2960
0.3000 0.1697 0.2919
0.3200 0.1831 0.2753
0.3400 0.1964 0.2994
0.3600 0.2097 0.2864
0.3800 0.2231 0.2712
0.4000 0.2364 0.2898
0.4200 0.2497 0.2851
0.4400 0.2630 0.2798
0.4600 0.2764 0.2857
0.4800 0.2897 0.2839
0.5000 0.3031 0.2784
0.5200 0.3164 0.2793
0.5400 0.3297 0.2810
0.5600 0.3430 0.2844
0.5800 0.3563 0.2790
0.6000 0.3697 0.2784
0.6200 0.3831 0.2833
0.6400 0.3964 0.2806
0.6600 0.4098 0.2769
0.6800 0.4232 0.2842
0.7000 0.4365 0.2749
0.7200 0.4498 0.2781
0.7400 0.4631 0.2785
0.7600 0.4765 0.2745
0.7800 0.4898 0.2816
0.8000 0.5031 0.2754
0.8200 0.5164 0.2763
0.8400 0.5298 0.2803
0.8600 0.5431 0.2713
0.8800 0.5564 0.2749
0.9000 0.5697 0.2820
0.9200 0.5830 0.2717
0.9400 0.5963 0.2800
0.9600 0.6097 0.2788
0.9800 0.6230 0.2740
1.0000 0.6364 0.2744
1.0200 0.6497 0.2738
1.0400 0.6631 0.2605
1.0600 0.6764 0.2691
1.0800 0.6898 0.2717
1.1000 0.7031 0.2657
1.1200 0.7164 0.2646
1.1400 0.7298 0.2646
1.1600 0.7431 0.2646
1.1800 0.7564 0.2643
1.2000 0.7697 0.2607
1.2200 0.7831 0.2572
1.2400 0.7964 0.2599
1.2600 0.8097 0.2649
1.2800 0.8230 0.2589
1.3000 0.8364 0.2639
1.3200 0.8497 0.2632
1.3400 0.8630 0.2601
1.3600 0.8764 0.2603
1.3800 0.8897 0.2601
1.4000 0.9031 0.2585
1.4200 0.9164 0.2558
1.4400 0.9297 0.2638
1.4600 0.9431 0.2627
1.4800 0.9565 0.2598
1.5000 0.9698 0.2612
1.5200 0.9831 0.2585
1.5400 0.9964 0.2565
1.5600 1.0097 0.2628
1.5800 1.0231 0.2567
1.6000 1.0364 0.2560
1.6200 1.0497 0.2595
1.6400 1.0630 0.2564
1.6600 1.0764 0.2527
1.6800 1.0897 0.2593
1.7000 1.1030 0.2567
1.7200 1.1164 0.2510
1.7400 1.1298 0.2591
1.7600 1.1432 0.2551
1.7800 1.1565 0.2489
1.8000 1.1698 0.2615
1.8200 1.1831 0.2512
1.8400 1.1965 0.2481
1.8600 1.2098 0.2522
1.8800 1.2231 0.2515
1.9000 1.2364 0.2463
1.9200 1.2497 0.2553
1.9400 1.2631 0.2485
1.9600 1.2764 0.2439
1.9800 1.2897 0.2530
2.0000 1.3030 0.2450
2.0200 1.3164 0.2406
2.0400 1.3297 0.2513
2.0600 1.3430 0.2429
2.0800 1.3564 0.2440
2.1000 1.3698 0.2481
2.1200 1.3831 0.2436
2.1400 1.3965 0.2434
2.1600 1.4098 0.2524
2.1800 1.4231 0.2402
2.2000 1.4365 0.2387
2.2200 1.4498 0.2460
2.2400 1.4631 0.2393
2.2600 1.4764 0.2446
2.2800 1.4897 0.2465
2.3000 1.5030 0.2388
2.3200 1.5164 0.2409
2.3400 1.5297 0.2459
2.3600 1.5431 0.2383
2.3800 1.5564 0.2448
2.4000 1.5698 0.2495
2.4200 1.5831 0.2356
2.4400 1.5964 0.2424
2.4600 1.6097 0.2445
2.4800 1.6231 0.2358
2.5000 1.6364 0.2433
2.5200 1.6497 0.2406
2.5400 1.6630 0.2366
2.5600 1.6764 0.2453
2.5800 1.6898 0.2371
2.6000 1.7031 0.2372
2.6200 1.7164 0.2428
2.6400 1.7298 0.2372
2.6600 1.7431 0.2405
2.6800 1.7565 0.2370
2.7000 1.7697 0.2418
2.7200 1.7831 0.2407
2.7400 1.7964 0.2344
2.7600 1.8097 0.2352
2.7800 1.8230 0.2383
2.8000 1.8364 0.2337
2.8200 1.8497 0.2405
2.8400 1.8631 0.2362
2.8600 1.8764 0.2269
2.8800 1.8898 0.2367
2.9000 1.9031 0.2363
2.9200 1.9164 0.2279
2.9400 1.9298 0.2385
2.9600 1.9431 0.2300
2.9800 1.9564 0.2272
3.0000 1.9698 0.2360
3.0200 1.9831 0.2307
3.0400 1.9964 0.2273
3.0600 2.0097 0.2338
3.0800 2.0230 0.2262
3.1000 2.0364 0.2277
3.1200 2.0497 0.2365
3.1400 2.0630 0.2255
3.1600 2.0764 0.2276
3.1800 2.0898 0.2291
3.2000 2.1031 0.2235
3.2200 2.1165 0.2285
3.2400 2.1298 0.2316
3.2600 2.1431 0.2257
3.2800 2.1565 0.2280
3.3000 2.1698 0.2290
3.3200 2.1831 0.2249
3.3400 2.1964 0.2252
3.3600 2.2097 0.2296
3.3800 2.2231 0.2276
3.4000 2.2364 0.2196
3.4200 2.2497 0.2298
3.4400 2.2630 0.2298
3.4600 2.2764 0.2225
3.4800 2.2897 0.2292
3.5000 2.3031 0.2294
3.5200 2.3164 0.2189
3.5400 2.3297 0.2218
3.5600 2.3431 0.2303
3.5800 2.3565 0.2162
3.6000 2.3698 0.2207
3.6200 2.3831 0.2289
3.6400 2.3965 0.2165
3.6600 2.4098 0.2190
3.6800 2.4231 0.2309
3.7000 2.4364 0.2164
3.7200 2.4498 0.2153
3.7400 2.4631 0.2263
3.7600 2.4764 0.2211
3.7800 2.4897 0.2159
3.8000 2.5030 0.2228
3.8200 2.5163 0.2161
3.8400 2.5297 0.2166
3.8600 2.5430 0.2204
3.8800 2.5564 0.2179
3.9000 2.5697 0.2192
3.9200 2.5831 0.2143
3.9400 2.5965 0.2146
3.9600 2.6098 0.2189
3.9800 2.6231 0.2175
4.0000 2.6364 0.2119
4.0200 2.6498 0.2200
4.0400 2.6631 0.2118
4.0600 2.6764 0.2164
4.0800 2.6897 0.2172
4.1000 2.7031 0.2112
4.1200 2.7164 0.2146
4.1400 2.7297 0.2162
4.1600 2.7431 0.2144
4.1800 2.7564 0.2114
4.2000 2.7697 0.2183
4.2200 2.7830 0.2158
4.2400 2.7963 0.2072
4.2600 2.8097 0.2191
4.2800 2.8231 0.2136
4.3000 2.8365 0.2076
4.3200 2.8498 0.2147
4.3400 2.8631 0.2150
4.3600 2.8765 0.2066
4.3800 2.8898 0.2146
4.4000 2.9031 0.2118
4.4200 2.9164 0.2051
4.4400 2.9297 0.2176
4.4600 2.9431 0.2128
4.4800 2.9564 0.2012
4.5000 2.9697 0.2208
4.5200 2.9830 0.2126
4.5400 2.9964 0.2030
4.5600 3.0097 0.2198
4.5800 3.0231 0.2074
4.6000 3.0364 0.2081
4.6200 3.0497 0.2159
4.6400 3.0631 0.2073
4.6600 3.0764 0.2032
4.6800 3.0897 0.2193
4.7000 3.1031 0.2080
4.7200 3.1164 0.2004
4.7400 3.1298 0.2180
4.7600 3.1431 0.2061
4.7800 3.1565 0.2076
4.8000 3.1698 0.2158
4.8200 3.1831 0.2017
4.8400 3.1965 0.2090
4.8600 3.2098 0.2130
4.8800 3.2230 0.2049
4.9000 3.2363 0.2067
4.9200 3.2496 0.2135
4.9400 3.2630 0.2001
4.9600 3.2763 0.2047
4.9800 3.2897 0.2111
5.0000 3.3031 0.2022
5.0200 3.3165 0.2036
5.0400 3.3298 0.2044
5.0600 3.3432 0.2042
5.0800 3.3565 0.2074
5.1000 3.3698 0.2065
5.1200 3.3831 0.2027
5.1400 3.3964 0.2070
5.1600 3.4097 0.2023
5.1800 3.4231 0.2020
5.2000 3.4364 0.2035
5.2200 3.4497 0.2027
5.2400 3.4630 0.2026
5.2600 3.4763 0.2013
5.2800 3.4897 0.2022
5.3000 3.5030 0.2042
5.3200 3.5164 0.2019
5.3400 3.5297 0.2068
5.3600 3.5431 0.1987
5.3800 3.5565 0.1968
5.4000 3.5698 0.2027
5.4200 3.5831 0.1981
5.4400 3.5965 0.1980
5.4600 3.6098 0.2065
5.4800 3.6231 0.1952
5.5000 3.6364 0.1982
5.5200 3.6497 0.2033
5.5400 3.6631 0.1942
5.5600 3.6764 0.1980
5.5800 3.6897 0.2019
5.6000 3.7030 0.1941
5.6200 3.7163 0.1995
