Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 0.0000 -0.4515
0.0200 0.0000 -0.4413
0.0400 0.0008 -0.4010
0.0600 0.0039 -0.2915
0.0800 0.0094 -0.2652
0.1000 0.0152 -0.2629
0.1200 0.0210 -0.2166
0.1400 0.0275 -0.1958
0.1600 0.0348 -0.1725
0.1800 0.0423 -0.1249
0.2000 0.0495 -0.1008
0.2200 0.0564 -0.0863
0.2400 0.0631 -0.0299
0.2600 0.0698 0.0087
0.2800 0.0764 0.0349
0.3000 0.0831 0.0861
0.3200 0.0899 0.1158
0.3400 0.0966 0.1477
0.3600 0.1033 0.1944
0.3800 0.1099 0.2245
0.4000 0.1166 0.2603
0.4200 0.1233 0.2976
0.4400 0.1299 0.3283
0.4600 0.1366 0.3540
0.4800 0.1433 0.4039
0.5000 0.1500 0.4318
0.5200 0.1567 0.4630
0.5400 0.1633 0.5068
0.5600 0.1699 0.5508
0.5800 0.1765 0.5935
0.6000 0.1832 0.6336
0.6200 0.1899 0.6517
0.6400 0.1966 0.6579
0.6600 0.2033 0.6588
0.6800 0.2100 0.6561
0.7000 0.2167 0.6545
0.7200 0.2233 0.6558
0.7400 0.2299 0.6646
0.7600 0.2365 0.6608
0.7800 0.2432 0.6513
0.8000 0.2499 0.6660
0.8200 0.2565 0.6623
0.8400 0.2632 0.6549
0.8600 0.2699 0.6712
0.8800 0.2766 0.6591
0.9000 0.2832 0.6570
0.9200 0.2898 0.6686
0.9400 0.2964 0.6635
0.9600 0.3031 0.6580
0.9800 0.3098 0.6729
1.0000 0.3166 0.6613
1.0200 0.3233 0.6629
1.0400 0.3300 0.6715
1.0600 0.3366 0.6630
1.0800 0.3433 0.6616
1.1000 0.3499 0.6753
1.1200 0.3565 0.6628
1.1400 0.3632 0.6634
1.1600 0.3699 0.6779
1.1800 0.3766 0.6610
1.2000 0.3833 0.6649
1.2200 0.3900 0.6783
1.2400 0.3967 0.6613
1.2600 0.4033 0.6637
1.2800 0.4099 0.6756
1.3000 0.4166 0.6637
1.3200 0.4233 0.6631
1.3400 0.4300 0.6708
1.3600 0.4366 0.6614
1.3800 0.4433 0.6590
1.4000 0.4500 0.6709
1.4200 0.4567 0.6533
1.4400 0.4633 0.6594
1.4600 0.4699 0.6668
1.4800 0.4765 0.6528
1.5000 0.4832 0.6560
1.5200 0.4899 0.6622
1.5400 0.4966 0.6462
1.5600 0.5032 0.6517
1.5800 0.5099 0.6577
1.6000 0.5166 0.6405
1.6200 0.5232 0.6476
1.6400 0.5298 0.6459
1.6600 0.5365 0.6405
1.6800 0.5432 0.6472
1.7000 0.5499 0.6383
1.7200 0.5566 0.6277
1.7400 0.5633 0.6419
1.7600 0.5699 0.6326
1.7800 0.5766 0.6262
1.8000 0.5833 0.6261
1.8200 0.5899 0.6268
1.8400 0.5965 0.6202
1.8600 0.6032 0.6200
1.8800 0.6099 0.6214
1.9000 0.6166 0.6150
1.9200 0.6233 0.6135
1.9400 0.6300 0.6124
1.9600 0.6367 0.6080
1.9800 0.6433 0.6059
2.0000 0.6499 0.6058
2.0200 0.6565 0.5979
2.0400 0.6632 0.5959
2.0600 0.6699 0.6012
2.0800 0.6766 0.5915
2.1000 0.6833 0.5851
2.1200 0.6900 0.5952
2.1400 0.6966 0.5840
2.1600 0.7033 0.5846
2.1800 0.7099 0.5824
2.2000 0.7165 0.5781
2.2200 0.7232 0.5796
2.2400 0.7299 0.5798
2.2600 0.7366 0.5722
2.2800 0.7433 0.5757
2.3000 0.7499 0.5700
2.3200 0.7566 0.5671
2.3400 0.7633 0.5669
2.3600 0.7699 0.5630
2.3800 0.7765 0.5605
2.4000 0.7832 0.5647
2.4200 0.7899 0.5517
2.4400 0.7965 0.5560
2.4600 0.8032 0.5631
2.4800 0.8099 0.5503
2.5000 0.8167 0.5509
2.5200 0.8233 0.5511
2.5400 0.8299 0.5486
2.5600 0.8365 0.5476
2.5800 0.8432 0.5480
2.6000 0.8499 0.5394
2.6200 0.8566 0.5424
2.6400 0.8633 0.5398
2.6600 0.8700 0.5361
2.6800 0.8767 0.5361
2.7000 0.8833 0.5317
2.7200 0.8899 0.5324
2.7400 0.8965 0.5393
2.7600 0.9032 0.5291
2.7800 0.9099 0.5255
2.8000 0.9166 0.5227
2.8200 0.9233 0.5249
2.8400 0.9300 0.5207
2.8600 0.9367 0.5235
2.8800 0.9433 0.5162
2.9000 0.9499 0.5202
2.9200 0.9565 0.5247
2.9400 0.9632 0.5095
2.9600 0.9699 0.5168
2.9800 0.9766 0.5165
3.0000 0.9833 0.5062
3.0200 0.9900 0.5095
3.0400 0.9966 0.5169
3.0600 1.0033 0.5047
3.0800 1.0099 0.5011
3.1000 1.0165 0.5077
3.1200 1.0231 0.5041
3.1400 1.0299 0.5021
3.1600 1.0366 0.5055
3.1800 1.0433 0.4866
3.2000 1.0499 0.5011
3.2200 1.0566 0.5048
3.2400 1.0633 0.4872
3.2600 1.0699 0.4947
3.2800 1.0765 0.4972
3.3000 1.0832 0.4850
3.3200 1.0899 0.4905
3.3400 1.0966 0.4939
3.3600 1.1033 0.4876
3.3800 1.1100 0.4861
3.4000 1.1167 0.4858
3.4200 1.1234 0.4841
3.4400 1.1300 0.4856
3.4600 1.1366 0.4833
3.4800 1.1432 0.4819
3.5000 1.1499 0.4769
3.5200 1.1566 0.4788
3.5400 1.1633 0.4853
3.5600 1.1700 0.4669
3.5800 1.1766 0.4745
3.6000 1.1833 0.4763
3.6200 1.1899 0.4634
3.6400 1.1965 0.4793
3.6600 1.2032 0.4784
3.6800 1.2099 0.4561
3.7000 1.2166 0.4701
3.7200 1.2233 0.4694
3.7400 1.2299 0.4589
3.7600 1.2366 0.4718
3.7800 1.2433 0.4632
3.8000 1.2499 0.4507
3.8200 1.2565 0.4671
3.8400 1.2632 0.4607
3.8600 1.2699 0.4493
3.8800 1.2766 0.4643
3.9000 1.2833 0.4566
3.9200 1.2899 0.4486
3.9400 1.2966 0.4525
3.9600 1.3033 0.4580
3.9800 1.3099 0.4449
4.0000 1.3165 0.4523
4.0200 1.3232 0.4508
4.0400 1.3299 0.4454
4.0600 1.3366 0.4470
4.0800 1.3433 0.4477
4.1000 1.3500 0.4388
4.1200 1.3566 0.4430
4.1400 1.3633 0.4443
4.1600 1.3699 0.4363
4.1800 1.3765 0.4392
4.2000 1.3832 0.4449
4.2200 1.3899 0.4289
4.2400 1.3966 0.4375
4.2600 1.4033 0.4429
4.2800 1.4100 0.4254
4.3000 1.4167 0.4368
4.3200 1.4233 0.4324
4.3400 1.4299 0.4226
4.3600 1.4365 0.4330
4.3800 1.4432 0.4388
4.4000 1.4499 0.4180
4.4200 1.4566 0.4300
4.4400 1.4632 0.4299
4.4600 1.4699 0.4131
4.4800 1.4766 0.4308
4.5000 1.4833 0.4292
4.5200 1.4899 0.4056
4.5400 1.4965 0.4333
4.5600 1.5031 0.4251
4.5800 1.5098 0.4055
4.6000 1.5166 0.4291
4.6200 1.5233 0.4219
4.6400 1.5300 0.4041
4.6600 1.5366 0.4231
4.6800 1.5433 0.4102
4.7000 1.5499 0.4028
4.7200 1.5565 0.4197
4.7400 1.5632 0.4049
4.7600 1.5699 0.4055
4.7800 1.5766 0.4105
4.8000 1.5833 0.3976
4.8200 1.5900 0.4005
4.8400 1.5967 0.4038
4.8600 1.6033 0.3939
4.8800 1.6099 0.3981
4.9000 1.6165 0.3956
4.9200 1.6232 0.3954
4.9400 1.6299 0.3932
4.9600 1.6366 0.3908
4.9800 1.6433 0.3915
5.0000 1.6500 0.3908
5.0200 1.6567 0.3828
5.0400 1.6633 0.3857
5.0600 1.6700 0.3802
5.0800 1.6766 0.3774
5.1000 1.6832 0.3885
5.1200 1.6898 0.3770
5.1400 1.6966 0.3727
5.1600 1.7033 0.3782
5.1800 1.7100 0.3661
5.2000 1.7166 0.3720
5.2200 1.7233 0.3841
5.2400 1.7300 0.3616
5.2600 1.7365 0.3692
5.2800 1.7432 0.3720
5.3000 1.7498 0.3580
5.3200 1.7566 0.3697
5.3400 1.7633 0.3695
5.3600 1.7699 0.3505
5.3800 1.7766 0.3677
5.4000 1.7832 0.3621
5.4200 1.7899 0.3528
5.4400 1.7965 0.3639
5.4600 1.8032 0.3546
5.4800 1.8099 0.3469
5.5000 1.8166 0.3610
5.5200 1.8233 0.3502
5.5400 1.8300 0.3473
5.5600 1.8367 0.3576
5.5800 1.8434 0.3438
5.6000 1.8500 0.3421
