Raw Data
Time Displacement Force
(s) (mm) (N)
0.0000 0.0000 -0.3345
0.0200 -0.0001 -0.3380
0.0400 -0.0019 -0.3542
0.0600 -0.0093 -0.3520
0.0800 -0.0211 -0.3384
0.1000 -0.0337 -0.3411
0.1200 -0.0464 -0.3405
0.1400 -0.0598 -0.3419
0.1600 -0.0738 -0.3408
0.1800 -0.0879 -0.3384
0.2000 -0.1017 -0.3376
0.2200 -0.1153 -0.3402
0.2400 -0.1287 -0.3388
0.2600 -0.1420 -0.3398
0.2800 -0.1553 -0.3431
0.3000 -0.1686 -0.3412
0.3200 -0.1819 -0.3405
0.3400 -0.1953 -0.3387
0.3600 -0.2086 -0.3402
0.3800 -0.2219 -0.3378
0.4000 -0.2353 -0.3393
0.4200 -0.2486 -0.3355
0.4400 -0.2620 -0.3354
0.4600 -0.2753 -0.3357
0.4800 -0.2887 -0.3369
0.5000 -0.3020 -0.3341
0.5200 -0.3154 -0.3372
0.5400 -0.3287 -0.3332
0.5600 -0.3420 -0.3314
0.5800 -0.3554 -0.3324
0.6000 -0.3687 -0.3310
0.6200 -0.3821 -0.3302
0.6400 -0.3954 -0.3322
0.6600 -0.4087 -0.3307
0.6800 -0.4220 -0.3284
0.7000 -0.4353 -0.3297
0.7200 -0.4486 -0.3266
0.7400 -0.4619 -0.3252
0.7600 -0.4753 -0.3271
0.7800 -0.4886 -0.3245
0.8000 -0.5020 -0.3252
0.8200 -0.5153 -0.3247
0.8400 -0.5287 -0.3234
0.8600 -0.5420 -0.3216
0.8800 -0.5554 -0.3210
0.9000 -0.5687 -0.3204
0.9200 -0.5820 -0.3193
0.9400 -0.5953 -0.3216
0.9600 -0.6087 -0.3195
0.9800 -0.6221 -0.3161
1.0000 -0.6354 -0.3162
1.0200 -0.6487 -0.3163
1.0400 -0.6620 -0.3156
1.0600 -0.6753 -0.3172
1.0800 -0.6886 -0.3131
1.1000 -0.7019 -0.3141
1.1200 -0.7152 -0.3140
1.1400 -0.7286 -0.3141
1.1600 -0.7420 -0.3093
1.1800 -0.7553 -0.3134
1.2000 -0.7686 -0.3120
1.2200 -0.7820 -0.3122
1.2400 -0.7954 -0.3100
1.2600 -0.8088 -0.3089
1.2800 -0.8221 -0.3075
1.3000 -0.8354 -0.3081
1.3200 -0.8487 -0.3079
1.3400 -0.8621 -0.3049
1.3600 -0.8754 -0.3057
1.3800 -0.8887 -0.3045
1.4000 -0.9020 -0.3074
1.4200 -0.9154 -0.3047
1.4400 -0.9287 -0.3035
1.4600 -0.9419 -0.3001
1.4800 -0.9552 -0.3021
1.5000 -0.9686 -0.3013
1.5200 -0.9820 -0.3009
1.5400 -0.9953 -0.3026
1.5600 -1.0086 -0.3008
1.5800 -1.0220 -0.2984
1.6000 -1.0354 -0.2995
1.6200 -1.0488 -0.2972
1.6400 -1.0621 -0.2969
1.6600 -1.0754 -0.2995
1.6800 -1.0887 -0.2989
1.7000 -1.1021 -0.2957
1.7200 -1.1154 -0.2957
1.7400 -1.1287 -0.2961
1.7600 -1.1420 -0.2928
1.7800 -1.1553 -0.2927
1.8000 -1.1687 -0.2939
1.8200 -1.1820 -0.2918
1.8400 -1.1953 -0.2923
1.8600 -1.2086 -0.2911
1.8800 -1.2220 -0.2888
1.9000 -1.2354 -0.2901
1.9200 -1.2487 -0.2885
1.9400 -1.2620 -0.2870
1.9600 -1.2754 -0.2863
1.9800 -1.2887 -0.2868
2.0000 -1.3020 -0.2845
2.0200 -1.3153 -0.2860
2.0400 -1.3287 -0.2849
2.0600 -1.3420 -0.2842
2.0800 -1.3554 -0.2839
2.1000 -1.3687 -0.2850
2.1200 -1.3820 -0.2817
2.1400 -1.3954 -0.2842
2.1600 -1.4087 -0.2821
2.1800 -1.4220 -0.2814
2.2000 -1.4353 -0.2831
2.2200 -1.4487 -0.2842
2.2400 -1.4620 -0.2808
2.2600 -1.4753 -0.2827
2.2800 -1.4886 -0.2803
2.3000 -1.5020 -0.2762
2.3200 -1.5154 -0.2781
2.3400 -1.5288 -0.2766
2.3600 -1.5421 -0.2744
2.3800 -1.5554 -0.2754
2.4000 -1.5687 -0.2760
2.4200 -1.5821 -0.2733
2.4400 -1.5954 -0.2748
2.4600 -1.6087 -0.2738
2.4800 -1.6220 -0.2724
2.5000 -1.6353 -0.2721
2.5200 -1.6487 -0.2725
2.5400 -1.6619 -0.2713
2.5600 -1.6753 -0.2712
2.5800 -1.6886 -0.2711
2.6000 -1.7020 -0.2683
2.6200 -1.7153 -0.2698
2.6400 -1.7286 -0.2682
2.6600 -1.7420 -0.2645
2.6800 -1.7554 -0.2646
2.7000 -1.7687 -0.2639
2.7200 -1.7820 -0.2648
2.7400 -1.7954 -0.2641
2.7600 -1.8087 -0.2665
2.7800 -1.8221 -0.2623
2.8000 -1.8354 -0.2656
2.8200 -1.8487 -0.2632
2.8400 -1.8620 -0.2618
2.8600 -1.8754 -0.2603
2.8800 -1.8887 -0.2616
2.9000 -1.9020 -0.2555
2.9200 -1.9153 -0.2595
2.9400 -1.9286 -0.2569
2.9600 -1.9420 -0.2555
2.9800 -1.9553 -0.2571
3.0000 -1.9687 -0.2574
3.0200 -1.9820 -0.2563
3.0400 -1.9953 -0.2566
3.0600 -2.0087 -0.2557
3.0800 -2.0220 -0.2508
3.1000 -2.0353 -0.2557
3.1200 -2.0487 -0.2536
3.1400 -2.0620 -0.2539
3.1600 -2.0754 -0.2532
3.1800 -2.0887 -0.2543
3.2000 -2.1020 -0.2497
3.2200 -2.1154 -0.2539
3.2400 -2.1287 -0.2520
3.2600 -2.1420 -0.2503
3.2800 -2.1553 -0.2507
3.3000 -2.1686 -0.2505
3.3200 -2.1820 -0.2498
3.3400 -2.1953 -0.2497
3.3600 -2.2087 -0.2490
3.3800 -2.2220 -0.2461
3.4000 -2.2354 -0.2479
3.4200 -2.2487 -0.2484
3.4400 -2.2621 -0.2475
3.4600 -2.2754 -0.2485
3.4800 -2.2887 -0.2500
3.5000 -2.3020 -0.2472
3.5200 -2.3154 -0.2464
3.5400 -2.3287 -0.2430
3.5600 -2.3420 -0.2417
3.5800 -2.3553 -0.2419
3.6000 -2.3687 -0.2440
3.6200 -2.3820 -0.2418
3.6400 -2.3953 -0.2383
3.6600 -2.4086 -0.2396
3.6800 -2.4220 -0.2348
3.7000 -2.4354 -0.2332
3.7200 -2.4487 -0.2279
3.7400 -2.4620 -0.2251
3.7600 -2.4754 -0.2221
3.7800 -2.4888 -0.2227
3.8000 -2.5021 -0.2218
3.8200 -2.5154 -0.2239
3.8400 -2.5287 -0.2260
3.8600 -2.5421 -0.2239
3.8800 -2.5554 -0.2232
3.9000 -2.5687 -0.2221
3.9200 -2.5820 -0.2221
3.9400 -2.5953 -0.2218
3.9600 -2.6087 -0.2255
3.9800 -2.6220 -0.2222
4.0000 -2.6353 -0.2232
4.0200 -2.6486 -0.2225
4.0400 -2.6620 -0.2204
4.0600 -2.6754 -0.2185
4.0800 -2.6887 -0.2211
4.1000 -2.7020 -0.2193
4.1200 -2.7154 -0.2204
4.1400 -2.7287 -0.2187
4.1600 -2.7420 -0.2188
4.1800 -2.7554 -0.2181
4.2000 -2.7687 -0.2192
4.2200 -2.7820 -0.2145
4.2400 -2.7954 -0.2188
4.2600 -2.8087 -0.2205
4.2800 -2.8220 -0.2162
4.3000 -2.8354 -0.2164
4.3200 -2.8487 -0.2133
4.3400 -2.8620 -0.2136
4.3600 -2.8753 -0.2129
4.3800 -2.8886 -0.2147
4.4000 -2.9020 -0.2092
4.4200 -2.9153 -0.2126
4.4400 -2.9286 -0.2115
4.4600 -2.9419 -0.2122
4.4800 -2.9553 -0.2113
4.5000 -2.9687 -0.2139
4.5200 -2.9821 -0.2094
4.5400 -2.9954 -0.2114
4.5600 -3.0087 -0.2102
4.5800 -3.0221 -0.2070
4.6000 -3.0354 -0.2070
4.6200 -3.0487 -0.2084
4.6400 -3.0620 -0.2068
4.6600 -3.0753 -0.2060
4.6800 -3.0887 -0.2078
4.7000 -3.1020 -0.2054
4.7200 -3.1153 -0.2053
4.7400 -3.1286 -0.2058
4.7600 -3.1420 -0.2038
4.7800 -3.1554 -0.2013
4.8000 -3.1687 -0.2053
4.8200 -3.1820 -0.2051
4.8400 -3.1954 -0.2056
4.8600 -3.2087 -0.2026
4.8800 -3.2221 -0.2037
4.9000 -3.2354 -0.1999
4.9200 -3.2487 -0.2040
4.9400 -3.2620 -0.2014
4.9600 -3.2754 -0.2028
